Name,Value
"— Ты ей сказал? — спросила Наташа, вся вдруг просияв от РАДОСТИ.",140
"— Ах, какая ты странная с этими усами и бровями, Наташа! Ты РАДА?",140
"— Я так РАДА, так РАДА! Я уж сердилась на тебя. Я тебе не говорила, но ты дурно с ней поступал. Это такое сердце, Nicolas, как я РАДА! Я бываю гадкая, но мне совестно быть одной счастливой, без Сони, — продолжала Наташа. — Теперь я так РАДА, ну, беги к ней.",140
"— Я так РАДА, так РАДА! Я уж сердилась на тебя. Я тебе не говорила, но ты дурно с ней поступал. Это такое сердце, Nicolas, как я РАДА! Я бываю гадкая, но мне совестно быть одной счастливой, без Сони, — продолжала Наташа. — Теперь я так РАДА, ну, беги к ней.",140
"— Я так РАДА, так РАДА! Я уж сердилась на тебя. Я тебе не говорила, но ты дурно с ней поступал. Это такое сердце, Nicolas, как я РАДА! Я бываю гадкая, но мне совестно быть одной счастливой, без Сони, — продолжала Наташа. — Теперь я так РАДА, ну, беги к ней.",140
"— Я так РАДА, так РАДА! Я уж сердилась на тебя. Я тебе не говорила, но ты дурно с ней поступал. Это такое сердце, Nicolas, как я РАДА! Я бываю гадкая, но мне совестно быть одной счастливой, без Сони, — продолжала Наташа. — Теперь я так РАДА, ну, беги к ней.",140
"— Так ты РАДА, и я хорошо сделал?",140
"Пьер после сватовства князя Андрея и Наташи, без всякой очевидной причины, вдруг почувствовал невозможность продолжать прежнюю жизнь. Как ни твердо он был убежден в истинах, открытых ему его благодетелем, как ни РАДОСТНО было ему то первое время увлечения внутренней работой самосовершенствования, которой он предался с таким жаром, — после помолвки князя Андрея с Наташей и после смерти Иосифа Алексеевича, о которой он получил известие почти в то же время, вся прелесть этой прежней жизни вдруг пропала для него. Остался один остов жизни: его дом с блестящею женою, пользовавшеюся теперь милостями одного важного лица, знакомство со всем Петербургом и служба с скучными формальностями. И эта прежняя жизнь вдруг с неожиданной мерзостью представилась Пьеру. Он перестал писать свой дневник, избегал общества братьев, стал опять ездить в клуб, стал опять много пить, опять сблизился с холостыми компаниями и начал вести такую жизнь, что графиня Елена Васильевна сочла нужным сделать ему строгое замечание. Пьер, почувствовав, что она была права, и чтобы не компрометировать свою жену, уехал в Москву.",142
"В последнее время в Москве эта внутренняя жизнь сделалась очень тяжела для княжны Марьи. Она была лишена в Москве тех своих лучших РАДОСТЕЙ — бесед с Божьими людьми и уединения, которые освежали ее в Лысых Горах, и не имела никаких выгод и РАДОСТЕЙ столичной жизни. В свет она не ездила; все знали, что отец не пускает ее без себя, а сам он по нездоровью не мог ездить, и ее уже не приглашали на обеды и вечера. Надежду на замужество княжна Марья совсем оставила. Она видела ту холодность и озлобление, с которыми князь Николай Андреич принимал и спроваживал от себя молодых людей, могущих быть женихами, иногда являвшихся в их дом. Друзей у княжны Марьи не было: в этот приезд в Москву она разочаровалась в своих двух самых близких людях: m-lle Bourienne, с которой она и прежде не могла быть вполне откровенна, теперь стала ей неприятна, и она, по некоторым причинам, стала отдаляться от нее; Жюли, которая была в Москве и к которой княжна Марья писала пять лет сряду, оказалась совершенно чуждой ей, когда книжна Марья вновь сошлась с нею лично. Жюли в это время, по случаю смерти братьев, сделавшись одной из самых богатых невест в Москве, находилась во всем разгаре светских удовольствий. Она была окружена молодыми людьми, которые, как она думала, вдруг оценили ее достоинства. Жюли находилась в том периоде стареющейся светской барышни, которая чувствует, что наступил последний шанс замужества и теперь или никогда должна решиться ее участь. Княжня Марья с грустной улыбкой вспоминала по четвергам, что ей теперь писать не к кому, так как Жюли, Жюли, от присутствия которой ей не было никакой радости, была здесь и виделась с нею каждую неделю. Она, как старый эмигрант, отказавшийся жениться на даме, у которой он проводил несколько лет свои вечера, потому что он, женившись не знал бы, где проводить свои вечера, жалела о том, что Жюли была здесь и ей некому писать. Княжне Марье в Москве не с кем было поговорить, некому поверить своего горя, а горя много прибавилось нового за это время. Срок возвращения князя Андрея и его женитьбы приближался, а его поручение приготовить к тому отца не только не было исполнено, но дело, напротив, казалось совсем испорчено, и напоминание о графине Ростовой выводило из себя старого князя, и так уже большую часть времени бывшего не в духе. Новое горе, прибавившееся в последнее время для княжны Марьи, были уроки, которые она давала шестилетнему племяннику. В своих отношениях с Николушкой она с ужасом узнавала в себе свойство раздражительности своего отца. Сколько раз она ни говорила себе, что не надо позволять себе горячиться, уча племянника, почти всякий раз, как она садилась с указкой за французскую азбуку, ей так хотелось поскорее, полегче перелить из себя свое знание в ребенка, уже боявшегося, что вот-вот тетя рассердится, что она при малейшем невнимании со стороны мальчика вздрагивала, торопилась, горячилась, возвышала голос, иногда дергала его за ручку и ставила в угол. Поставив его в угол, она сама начинала плакать над своею злой, дурной натурой, и Николушка, подражая ей рыданьями, без позволенья выходил из угла, подходил к ней и отдергивал от лица ее мокрые руки и утешал ее. Но более, более всего горя доставляла княжне раздражительность ее отца, всегда направленная против дочери и дошедшая в последнее время до жестокости. Ежели бы он заставлял ее все ночи класть поклоны, ежели бы он бил ее, заставлял таскать дрова и воду — ей бы и в голову не пришло, что ее положение трудно; но этот любящий мучитель, — самый жестокий оттого, что он любил и за то мучил себя и ее, — умышленно умел не только оскорбить, унизить ее, но и доказать ей, что она всегда и во всем была виновата. В последнее время в нем появилась новая черта, более всего мучившая княжну Марью, — это было его большое сближение с m-lle Bourienne. Пришедшая ему в первую минуту по получении известия о намерении своего сына мысль-шутка о том, что ежели Андрей женится, то и он сам женится на Bourienne, видимо, понравилась ему, и он с упорством последнее время (как казалось княжне Марье), только для того, чтоб ее оскорбить, выказывал особенную ласку к m-lle Bourienne и выказывал свое недовольство к дочери выказываньем любви к Bourienne.",143
"В последнее время в Москве эта внутренняя жизнь сделалась очень тяжела для княжны Марьи. Она была лишена в Москве тех своих лучших РАДОСТЕЙ — бесед с Божьими людьми и уединения, которые освежали ее в Лысых Горах, и не имела никаких выгод и РАДОСТЕЙ столичной жизни. В свет она не ездила; все знали, что отец не пускает ее без себя, а сам он по нездоровью не мог ездить, и ее уже не приглашали на обеды и вечера. Надежду на замужество княжна Марья совсем оставила. Она видела ту холодность и озлобление, с которыми князь Николай Андреич принимал и спроваживал от себя молодых людей, могущих быть женихами, иногда являвшихся в их дом. Друзей у княжны Марьи не было: в этот приезд в Москву она разочаровалась в своих двух самых близких людях: m-lle Bourienne, с которой она и прежде не могла быть вполне откровенна, теперь стала ей неприятна, и она, по некоторым причинам, стала отдаляться от нее; Жюли, которая была в Москве и к которой княжна Марья писала пять лет сряду, оказалась совершенно чуждой ей, когда книжна Марья вновь сошлась с нею лично. Жюли в это время, по случаю смерти братьев, сделавшись одной из самых богатых невест в Москве, находилась во всем разгаре светских удовольствий. Она была окружена молодыми людьми, которые, как она думала, вдруг оценили ее достоинства. Жюли находилась в том периоде стареющейся светской барышни, которая чувствует, что наступил последний шанс замужества и теперь или никогда должна решиться ее участь. Княжня Марья с грустной улыбкой вспоминала по четвергам, что ей теперь писать не к кому, так как Жюли, Жюли, от присутствия которой ей не было никакой радости, была здесь и виделась с нею каждую неделю. Она, как старый эмигрант, отказавшийся жениться на даме, у которой он проводил несколько лет свои вечера, потому что он, женившись не знал бы, где проводить свои вечера, жалела о том, что Жюли была здесь и ей некому писать. Княжне Марье в Москве не с кем было поговорить, некому поверить своего горя, а горя много прибавилось нового за это время. Срок возвращения князя Андрея и его женитьбы приближался, а его поручение приготовить к тому отца не только не было исполнено, но дело, напротив, казалось совсем испорчено, и напоминание о графине Ростовой выводило из себя старого князя, и так уже большую часть времени бывшего не в духе. Новое горе, прибавившееся в последнее время для княжны Марьи, были уроки, которые она давала шестилетнему племяннику. В своих отношениях с Николушкой она с ужасом узнавала в себе свойство раздражительности своего отца. Сколько раз она ни говорила себе, что не надо позволять себе горячиться, уча племянника, почти всякий раз, как она садилась с указкой за французскую азбуку, ей так хотелось поскорее, полегче перелить из себя свое знание в ребенка, уже боявшегося, что вот-вот тетя рассердится, что она при малейшем невнимании со стороны мальчика вздрагивала, торопилась, горячилась, возвышала голос, иногда дергала его за ручку и ставила в угол. Поставив его в угол, она сама начинала плакать над своею злой, дурной натурой, и Николушка, подражая ей рыданьями, без позволенья выходил из угла, подходил к ней и отдергивал от лица ее мокрые руки и утешал ее. Но более, более всего горя доставляла княжне раздражительность ее отца, всегда направленная против дочери и дошедшая в последнее время до жестокости. Ежели бы он заставлял ее все ночи класть поклоны, ежели бы он бил ее, заставлял таскать дрова и воду — ей бы и в голову не пришло, что ее положение трудно; но этот любящий мучитель, — самый жестокий оттого, что он любил и за то мучил себя и ее, — умышленно умел не только оскорбить, унизить ее, но и доказать ей, что она всегда и во всем была виновата. В последнее время в нем появилась новая черта, более всего мучившая княжну Марью, — это было его большое сближение с m-lle Bourienne. Пришедшая ему в первую минуту по получении известия о намерении своего сына мысль-шутка о том, что ежели Андрей женится, то и он сам женится на Bourienne, видимо, понравилась ему, и он с упорством последнее время (как казалось княжне Марье), только для того, чтоб ее оскорбить, выказывал особенную ласку к m-lle Bourienne и выказывал свое недовольство к дочери выказываньем любви к Bourienne.",143
"В последнее время в Москве эта внутренняя жизнь сделалась очень тяжела для княжны Марьи. Она была лишена в Москве тех своих лучших радостей — бесед с Божьими людьми и уединения, которые освежали ее в Лысых Горах, и не имела никаких выгод и радостей столичной жизни. В свет она не ездила; все знали, что отец не пускает ее без себя, а сам он по нездоровью не мог ездить, и ее уже не приглашали на обеды и вечера. Надежду на замужество княжна Марья совсем оставила. Она видела ту холодность и озлобление, с которыми князь Николай Андреич принимал и спроваживал от себя молодых людей, могущих быть женихами, иногда являвшихся в их дом. Друзей у княжны Марьи не было: в этот приезд в Москву она разочаровалась в своих двух самых близких людях: m-lle Bourienne, с которой она и прежде не могла быть вполне откровенна, теперь стала ей неприятна, и она, по некоторым причинам, стала отдаляться от нее; Жюли, которая была в Москве и к которой княжна Марья писала пять лет сряду, оказалась совершенно чуждой ей, когда книжна Марья вновь сошлась с нею лично. Жюли в это время, по случаю смерти братьев, сделавшись одной из самых богатых невест в Москве, находилась во всем разгаре светских удовольствий. Она была окружена молодыми людьми, которые, как она думала, вдруг оценили ее достоинства. Жюли находилась в том периоде стареющейся светской барышни, которая чувствует, что наступил последний шанс замужества и теперь или никогда должна решиться ее участь. Княжня Марья с грустной улыбкой вспоминала по четвергам, что ей теперь писать не к кому, так как Жюли, Жюли, от присутствия которой ей не было никакой РАДОСТИ, была здесь и виделась с нею каждую неделю. Она, как старый эмигрант, отказавшийся жениться на даме, у которой он проводил несколько лет свои вечера, потому что он, женившись не знал бы, где проводить свои вечера, жалела о том, что Жюли была здесь и ей некому писать. Княжне Марье в Москве не с кем было поговорить, некому поверить своего горя, а горя много прибавилось нового за это время. Срок возвращения князя Андрея и его женитьбы приближался, а его поручение приготовить к тому отца не только не было исполнено, но дело, напротив, казалось совсем испорчено, и напоминание о графине Ростовой выводило из себя старого князя, и так уже большую часть времени бывшего не в духе. Новое горе, прибавившееся в последнее время для княжны Марьи, были уроки, которые она давала шестилетнему племяннику. В своих отношениях с Николушкой она с ужасом узнавала в себе свойство раздражительности своего отца. Сколько раз она ни говорила себе, что не надо позволять себе горячиться, уча племянника, почти всякий раз, как она садилась с указкой за французскую азбуку, ей так хотелось поскорее, полегче перелить из себя свое знание в ребенка, уже боявшегося, что вот-вот тетя рассердится, что она при малейшем невнимании со стороны мальчика вздрагивала, торопилась, горячилась, возвышала голос, иногда дергала его за ручку и ставила в угол. Поставив его в угол, она сама начинала плакать над своею злой, дурной натурой, и Николушка, подражая ей рыданьями, без позволенья выходил из угла, подходил к ней и отдергивал от лица ее мокрые руки и утешал ее. Но более, более всего горя доставляла княжне раздражительность ее отца, всегда направленная против дочери и дошедшая в последнее время до жестокости. Ежели бы он заставлял ее все ночи класть поклоны, ежели бы он бил ее, заставлял таскать дрова и воду — ей бы и в голову не пришло, что ее положение трудно; но этот любящий мучитель, — самый жестокий оттого, что он любил и за то мучил себя и ее, — умышленно умел не только оскорбить, унизить ее, но и доказать ей, что она всегда и во всем была виновата. В последнее время в нем появилась новая черта, более всего мучившая княжну Марью, — это было его большое сближение с m-lle Bourienne. Пришедшая ему в первую минуту по получении известия о намерении своего сына мысль-шутка о том, что ежели Андрей женится, то и он сам женится на Bourienne, видимо, понравилась ему, и он с упорством последнее время (как казалось княжне Марье), только для того, чтоб ее оскорбить, выказывал особенную ласку к m-lle Bourienne и выказывал свое недовольство к дочери выказываньем любви к Bourienne.",143
"Дом Карагиных был в эту зиму в Москве самым приятным и гостеприимным домом. Кроме званых вечером и обедов, каждый день у Карагиных собиралось большое общество, в особенности мужчин, ужинающих в двенадцатом часу ночи и засиживавшихся до третьего часа. Не было бала, театра, гулянья, который бы пропускала Жюли. Туалеты ее были всегда самые модные. Но, несмотря на это, Жюли казалась разочарована во всем, говорила всякому, что она не верит ни в дружбу, ни в любовь, ни в какие РАДОСТИ жизни и ожидает успокоения только там. Она усвоила себе тон девушки, понесшей великое разочарование, девушки, как будто потерявшей любимого человека или жестоко обманутой им. Хотя ничего подобного с ней не случалось, на нее смотрели, как на таковую, и сама она даже верила, что она много пострадала в жизни. Эта меланхолия, не мешавшая ей веселиться, не мешала бывавшим у нее молодым людям приятно проводить время. Каждый гость, приезжая к ним, отдавал свой долг меланхолическому настроению хозяйки и потом занимался и светскими разговорами, и танцами, и умственными играми, и турнирами буриме, которые были в моде у Карагиных. Только некоторые молодые люди, в числе которых был и Борис, более углублялись в меланхолическое настроение Жюли, и с этими молодыми людьми она имела более продолжительные и уединенные разговоры о тщете всего мирского и им открывала свои альбомы, исполненные грустных изображений, изречений и стихов.",146
"Мысль остаться в дураках и даром потерять весь этот месяц тяжелой меланхолической службы при Жюли и видеть все расписанные уже и употребленные как следует в его воображении доходы с пензенских имений в руках другого — в особенности в руках глупого Анатоля — оскорбляла Бориса. Он поехал к Карагиным с твердым намерением сделать предложение. Жюли встретила его с веселым и беззаботным видом, небрежно рассказывала о том, как ей весело было на вчерашнем бале, и спрашивала, когда он едет. Несмотря на то, что Борис приехал с намерением говорить о своей любви и потому намеревался быть нежным, он раздражительно начал говорить о женском непостоянстве: о том, как женщины легко могут переходить от грусти к РАДОСТИ и что у них расположение духа зависит только от того, кто за ними ухаживает. Жюли оскорбилась и сказала, что это правда, что для женщины нужно разнообразие, что все одно и то же надоест каждому.",146
"— Душой РАДА, что приехали и что у меня остановились, — говорила она. — Давно пора, — сказала она, значительно взглянув на Наташу... — Старик здесь, и сына ждут со дня на день. Надо, надо с ним познакомиться. Ну, да об этом после поговорим, — прибавила она, оглянув Соню взглядом, показывавшим, что она при ней не желает говорить об этом. — Теперь слушай, — обратилась она к графу, — завтра что же тебе надо? За кем пошлешь? Шиншина? — она загнула один палец, — плаксу Анну Михайловну — два. Она здесь с сыном. Женится сын-то! Потом Безухова, что ль? И он здесь с женой. Он от нее убежал, а она за ним прискакала. Он обедал у меня в середу. Ну, а их, — она указала на барышень, — завтра свожу к Иверской, а потом и к Обер-Шельме заедем. Ведь небось все новое делать будете? С меня не берите, нынче рукава — вот что! Намедни княжна Ирина Васильевна молодая ко мне приехала: страх глядеть, точно два бочонка на руки надела. Ведь нынче что день — новая мода. Да у тебя-то у самого какие дела? — обратилась она строго к графу.",147
"— Ну, теперь поговорим. Поздравляю тебя с женишком. Подцепила молодца! Я РАДА за тебя; и его с таких лет знаю (она указала на аршин от земли). — Наташа радостно краснела. — Я его люблю и всю семью его. Теперь слушай. Ты ведь знаешь, старик князь Николай очень не желал, чтобы сын женился. Нравный старик! Оно, разумеется, князь Андрей не дитя и без него обойдется, да против воли в семью входить нехорошо. Надо мирно, любовно. Ты умница, сумеешь обойтись, как надо. Ты добренько и умненько обойдись. Вот все и хорошо будет.",147
"— Ну, теперь поговорим. Поздравляю тебя с женишком. Подцепила молодца! Я рада за тебя; и его с таких лет знаю (она указала на аршин от земли). — Наташа РАДОСТНО краснела. — Я его люблю и всю семью его. Теперь слушай. Ты ведь знаешь, старик князь Николай очень не желал, чтобы сын женился. Нравный старик! Оно, разумеется, князь Андрей не дитя и без него обойдется, да против воли в семью входить нехорошо. Надо мирно, любовно. Ты умница, сумеешь обойтись, как надо. Ты добренько и умненько обойдись. Вот все и хорошо будет.",147
"— Ну вот, я вам, княжна милая, привез мою певунью, — сказал граф, расшаркиваясь и беспокойно оглядываясь, как будто он боялся, не взойдет ли старый князь. — Уж как я РАД, что вы познакомитесь. Жаль, жаль, что князь все нездоров, — и, сказав еще несколько общих фраз, он встал. — Ежели позволите, княжна, на четверть часика вам прикинуть мою Наташу, я бы съездил, тут два шага, на Собачью Площадку, к Анне Семеновне, и заеду за ней.",148
"Илья Андреич придумал эту дипломатическую хитрость для того, чтобы дать простор будущей золовке объясниться с своей невесткой (как он сказал это после дочери), и еще для того, чтоб избежать возможности встречи с князем, которого он боялся. Он не сказал этого дочери, но Наташа поняла этот страх и беспокойство своего отца и почувствовала себя оскорбленною. Она покраснела за своего отца, еще более рассердилась за то, что покраснела, и смелым, вызывающим взглядом, говорившим про то, что она никого не боится, взглянула на княжну. Княжна сказала графу, что очень РАДА и просит его только пробыть подольше у Анны Семеновны, и Илья Андреич уехал.",148
"— Милая Натали, — сказала княжна Марья, — знайте, что я РАДА тому, что брат мой нашел счастье... — Она остановилась, чувствуя, что она говорит неправду. Наташа заметила эту остановку и угадала причину ее.",148
"Наташа уже не находила этого странным. Она с удовольствием, РАДОСТНО улыбаясь, смотрела вокруг себя.",150
"Говоря это, он не спускал улыбающихся глаз с лица, с шеи, с оголенных рук Наташи. Наташа несомненно знала, что он восхищается ею. Ей было это приятно, но почему-то ей тесно, жарко и тяжело становилось от его присутствия. Когда она смотрела на него, она чувствовала, что он смотрел на ее плечи, и она невольно перехватывала его взгляд, чтоб он уж лучше смотрел на ее глаза. Но, глядя ему в глаза, она со страхом чувствовала, что между им и ею совсем нет той прегРАДы стыдливости, которую всегда она чувствовала между собой и другими мужчинами. Она, сама не зная как, через пять минут чувствовала себя страшно близкой к этому человеку. Когда она отворачивалась, она боялась, как бы он сзади не взял ее за голую руку, не поцеловал бы ее в шею. Они говорили о самых простых вещах, а она чувствовала, что они близки, как она никогда не была с мужчиной. Наташа оглядывалась на Элен и на отца, как будто спрашивая их, что такое это значило; но Элен была занята разговором с каким-то генералом и не ответила на ее взгляд, а взгляд отца ничего не сказал ей, как только то, что он всегда говорил: «Весело, ну я и РАД».",151
"Элен РАДОСТНО приняла Наташу и громко восхищалась ее красотой и туалетом. Вскоре после их приезда m-lle Georges вышла из комнаты, чтобы одеться. В гостиной стали расстанавливать стулья и усаживаться. Анатоль подвинул Наташе стул и хотел сесть подле, но граф, не спускавший глаз с Наташи, сел подле нее. Анатоль сел сзади.",154
"— Ну, что же, что? Ну что ж он сказал? Наташа, как я РАДА, что ты не сердишься на меня. Говори мне все, всю правду. Что же он сказал?",156
"Князь Андрей приехал вечером накануне. Пьер приехал к нему на другое утро. Пьер ожидал найти князя Андрея почти в том же положении, в котором была и Наташа, и потому он был удивлен, когда, войдя в гостиную, услыхал из кабинета громкий голос князя Андрея, оживленно говорившего что-то о какой-то петербургской интриге. Старый князь и другой чей-то голос изредка перебивали его. Княжна Марья вышла навстречу к Пьеру. Она вздохнула, указывая глазами на дверь, где был князь Андрей, видимо желая выразить свое сочувствие к его горю; но Пьер видел по лицу княжны Марьи, что она была РАДА и тому, что случилось, и тому, как ее брат принял известие об измене невесты.",162
"Старик казался оживленнее обыкновенного. Княжна Марья была такая же, как и всегда, но из-за сочувствия к брату Пьер видел в ней РАДОСТЬ к тому, что свадьба ее брата расстроилась. Глядя на них, Пьер понял, какое презрение и злобу они имели все против Ростовых, и понял, что нельзя было при них даже и упоминать имя той, которая могла на кого бы то ни было променять князя Андрея.",162
"— Домой, — сказал Пьер, несмотря на десять градусов мороза распахивая медвежью шубу на своей широкой, РАДОСТНО дышавшей груди.",163
"Было морозно и ясно. Над грязными, полутемными улицами, над черными крышами стояло темное звездное небо. Пьер, только глядя на небо, не чувствовал оскорбительной низости всего земного в сравнении с высотою, на которой находилась его душа. При въезде на Арбатскую площадь огромное пространство звездного темного неба открылось глазам Пьера. Почти в середине этого неба над Пречистенским бульваром, окруженная, обсыпанная со всех сторон звездами, но отличаясь от всех близостью к земле, белым светом и длинным, поднятым кверху хвостом, стояла огромная яркая комета 1812-го года, та самая комета, которая предвещала, как говорили, всякие ужасы и конец света. Но в Пьере светлая звезда эта с длинным лучистым хвостом не возбуждала никакого страшного чувства. Напротив, Пьер РАДОСТНО, мокрыми от слез глазами смотрел на эту светлую звезду, которая как будто, с невыразимой быстротой пролетев неизмеримые пространства по параболической линии, вдруг, как вонзившаяся стрела в землю, влепилась тут в одно избранное ею место на черном небе и остановилась, энергично подняв кверху хвост, светясь и играя своим белым светом между бесчисленными другими мерцающими звездами. Пьеру казалось, что эта звезда вполне отвечала тому, что было в его расцветшей к новой жизни, размягченной и ободренной душе.",163
"— On fera du chemin cette fois-ci. Oh! quand il s'en mêle lui-même ça chauffe... Nom de Dieu... Le voilà!.. Vive l'Empereur! Les voilà donc les Steppes de l'Asie! Vilain pays tout de même. Au revoir, Beauché; je te réserve le plus beau palais de Moscou. Au revoir! Bonne chance... L'as tu vu, l'Empereur? Vive l'Empereur!.. preur! Si on me fait gouverneur aux Indes, Gérard, je te fais ministre du Cachemire, c'est arrêté. Vive l'Empereur! Vive! vive! vive! Les gredins de Cosaques, comme ils filent. Vive l'Empereur! Le voilà! Le vois tu? Je l'ai vu deux fois comme je te vois. Le petit caporal... Je l'ai vu donner la croix à l'un des vieux... Vive l'Empereur!.. 4 — говорили голоса старых и молодых людей, самых разнообразных характеров и положений в обществе. На всех лицах этих людей было одно общее выражение РАДОСТИ о начале давно ожидаемого похода и восторга и преданности к человеку в сером сюртуке, стоявшему на горе.",165
