volume,part,chapter,value,paragraph,emphasis,character
Том третий,Часть первая,XII,175,"Действительно, только открытие кампании задержало Ростова и помешало ему приехать — как он обещал — и жениться на Соне. Отрадненская осень с охотой и зима со святками и с любовью Сони открыли ему перспективу тихих дворянских радостей и спокойствия, которых он не знал прежде и которые теперь манили его к себе. «Славная жена, дети, добрая стая гончих, соседи, служба по выборам!» — думал он. Но теперь была кампания, и надо было оставаться в полку. А так как это надо было, то Николай Ростов, по своему характеру, был доволен и той жизнью, которую он вел в полку, и сумел сделать себе эту жизнь приятною.","Действительно, только открытие кампании задержало Ростова и помешало ему приехать — как он обещал — и жениться на Соне. Отрадненская осень с охотой и зима со святками и с любовью Сони открыли ему перспективу тихих дворянских РАДОСТЕЙ и спокойствия, которых он не знал прежде и которые теперь манили его к себе. «Славная жена, дети, добрая стая гончих, соседи, служба по выборам!» — думал он. Но теперь была кампания, и надо было оставаться в полку. А так как это надо было, то Николай Ростов, по своему характеру, был доволен и той жизнью, которую он вел в полку, и сумел сделать себе эту жизнь приятною.",Николай Ростов
Том третий,Часть первая,XII,175,"Приехав из отпуска, радостно встреченный товарищами, Николай был посылан за ремонтом и из Малороссии привел отличных лошадей, которые радовали его и заслужили ему похвалы от начальства. В отсутствие его он был произведен в ротмистры, и когда полк был поставлен на военное положение с увеличенным комплектом, он опять получил свой прежний эскадрон.","Приехав из отпуска, РАДОСТНО встреченный товарищами, Николай был посылан за ремонтом и из Малороссии привел отличных лошадей, которые радовали его и заслужили ему похвалы от начальства. В отсутствие его он был произведен в ротмистры, и когда полк был поставлен на военное положение с увеличенным комплектом, он опять получил свой прежний эскадрон.",Николай Ростов
Том третий,Часть первая,XV,178,"Граф Остерман-Толстой встретил возвращавшихся гусар, подозвал Ростова, благодарил его и сказал, что он представит государю о его молодецком поступке и будет просить для него Георгиевский крест. Когда Ростова потребовали к графу Остерману, он, вспомнив о том, что атака его была начата без приказанья, был вполне убежден, что начальник требует его для того, чтобы наказать его за самовольный поступок. Поэтому лестные слова Остермана и обещание награды должны бы были тем радостнее поразить Ростова; но все то же неприятное, неясное чувство нравственно тошнило ему. «Да что бишь меня мучает? — спросил он себя, отъезжая от генерала. — Ильин? Нет, он цел. Осрамился я чем-нибудь? Нет. Все не то! — Что-то другое мучило его, как раскаяние. — Да, да, этот французский офицер с дырочкой. И я хорошо помню, как рука моя остановилась, когда я поднял ее».","Граф Остерман-Толстой встретил возвращавшихся гусар, подозвал Ростова, благодарил его и сказал, что он представит государю о его молодецком поступке и будет просить для него Георгиевский крест. Когда Ростова потребовали к графу Остерману, он, вспомнив о том, что атака его была начата без приказанья, был вполне убежден, что начальник требует его для того, чтобы наказать его за самовольный поступок. Поэтому лестные слова Остермана и обещание награды должны бы были тем РАДОСТНЕЕ поразить Ростова; но все то же неприятное, неясное чувство нравственно тошнило ему. «Да что бишь меня мучает? — спросил он себя, отъезжая от генерала. — Ильин? Нет, он цел. Осрамился я чем-нибудь? Нет. Все не то! — Что-то другое мучило его, как раскаяние. — Да, да, этот французский офицер с дырочкой. И я хорошо помню, как рука моя остановилась, когда я поднял ее».",Николай Ростов
Том третий,Часть вторая,XIII,199,"— А!.. Алпатыч... А? Яков Алпатыч!.. Важно! прости ради Христа. Важно! А?.. — говорили мужики, радостно улыбаясь ему. Ростов посмотрел на пьяных стариков и улыбнулся.","— А!.. Алпатыч... А? Яков Алпатыч!.. Важно! прости ради Христа. Важно! А?.. — говорили мужики, РАДОСТНО улыбаясь ему. Ростов посмотрел на пьяных стариков и улыбнулся.",Николай Ростов
Том третий,Часть третья,XII,237,"После поступления Пети в полк казаков Оболенского и отъезда его в Белую Церковь, где формировался этот полк, на графиню нашел страх. Мысль о том, что оба ее сына находятся на войне, что оба они ушли из-под ее крыла, что нынче или завтра каждый из них, а может быть, и оба вместе, как три сына одной ее знакомой, могут быть убиты, в первый раз теперь, в это лето, с жестокой ясностью пришла ей в голову. Она пыталась вытребовать к себе Николая, хотела сама ехать к Пете, определить его куда-нибудь в Петербурге, но и то и другое оказывалось невозможным. Петя не мог быть возвращен иначе, как вместе с полком или посредством перевода в другой действующий полк. Николай находился где-то в армии и после своего последнего письма, в котором подробно описывал свою встречу с княжной Марьей, не давал о себе слуха. Графиня не спала ночей и, когда засыпала, видела во сне убитых сыновей. После многих советов и переговоров граф придумал, наконец, средство для успокоения графини. Он перевел Петю из полка Оболенского в полк Безухова, который формировался под Москвою. Хотя Петя и оставался в военной службе, но при этом переводе графиня имела утешенье видеть хотя одного сына у себя под крылышком и надеялась устроить своего Петю так, чтобы больше не выпускать его и записывать всегда в такие места службы, где бы он никак не мог попасть в сражение. Пока один Nicolas был в опасности, графине казалось (и она даже каялась в этом), что она любит старшего больше всех остальных детей; но когда меньшой, шалун, дурно учившийся, все ломавший в доме и всем надоевший Петя, этот курносый Петя, с своими веселыми черными глазами, свежим румянцем и чуть пробивающимся пушком на щеках, попал туда, к этим большим, страшным, жестоким мужчинам, которые там что-то сражаются и что-то в этом находят радостного, — тогда матери показалось, что его-то она любила больше, гораздо больше всех своих детей. Чем ближе подходило то время, когда должен был вернуться в Москву ожидаемый Петя, тем более увеличивалось беспокойство графини. Она думала уже, что никогда не дождется этого счастия. Присутствие не только Сопи, но и любимой Наташи, даже мужа, раздражало графиню. «Что мне за дело до них, мне никого не нужно, кроме Пети!» — думала она.","После поступления Пети в полк казаков Оболенского и отъезда его в Белую Церковь, где формировался этот полк, на графиню нашел страх. Мысль о том, что оба ее сына находятся на войне, что оба они ушли из-под ее крыла, что нынче или завтра каждый из них, а может быть, и оба вместе, как три сына одной ее знакомой, могут быть убиты, в первый раз теперь, в это лето, с жестокой ясностью пришла ей в голову. Она пыталась вытребовать к себе Николая, хотела сама ехать к Пете, определить его куда-нибудь в Петербурге, но и то и другое оказывалось невозможным. Петя не мог быть возвращен иначе, как вместе с полком или посредством перевода в другой действующий полк. Николай находился где-то в армии и после своего последнего письма, в котором подробно описывал свою встречу с княжной Марьей, не давал о себе слуха. Графиня не спала ночей и, когда засыпала, видела во сне убитых сыновей. После многих советов и переговоров граф придумал, наконец, средство для успокоения графини. Он перевел Петю из полка Оболенского в полк Безухова, который формировался под Москвою. Хотя Петя и оставался в военной службе, но при этом переводе графиня имела утешенье видеть хотя одного сына у себя под крылышком и надеялась устроить своего Петю так, чтобы больше не выпускать его и записывать всегда в такие места службы, где бы он никак не мог попасть в сражение. Пока один Nicolas был в опасности, графине казалось (и она даже каялась в этом), что она любит старшего больше всех остальных детей; но когда меньшой, шалун, дурно учившийся, все ломавший в доме и всем надоевший Петя, этот курносый Петя, с своими веселыми черными глазами, свежим румянцем и чуть пробивающимся пушком на щеках, попал туда, к этим большим, страшным, жестоким мужчинам, которые там что-то сражаются и что-то в этом находят РАДОСТНОГО, — тогда матери показалось, что его-то она любила больше, гораздо больше всех своих детей. Чем ближе подходило то время, когда должен был вернуться в Москву ожидаемый Петя, тем более увеличивалось беспокойство графини. Она думала уже, что никогда не дождется этого счастия. Присутствие не только Сопи, но и любимой Наташи, даже мужа, раздражало графиню. «Что мне за дело до них, мне никого не нужно, кроме Пети!» — думала она.",Николай Ростов
Том четвертый,Часть первая,IV,263,"Только тот, кто испытал это, то есть пробыл несколько месяцев не переставая в атмосфере военной, боевой жизни, может понять то наслаждение, которое испытывал Николай, когда он выбрался из того района, до которого достигали войска своими фуражировками, подвозами провианта, гошпиталями; когда он, без солдат, фур, грязных следов присутствия лагеря, увидал деревни с мужиками и бабами, помещичьи дома, поля с пасущимся скотом, станционные дома с заснувшими смотрителями. Он почувствовал такую радость, как будто в первый раз все это видел. В особенности то, что долго удивляло и радовало его, — это были женщины, молодые, здоровые, за каждой из которых не было десятка ухаживающих офицеров, и женщины, которые рады и польщены были тем, что проезжий офицер шутит с ними.","Только тот, кто испытал это, то есть пробыл несколько месяцев не переставая в атмосфере военной, боевой жизни, может понять то наслаждение, которое испытывал Николай, когда он выбрался из того района, до которого достигали войска своими фуражировками, подвозами провианта, гошпиталями; когда он, без солдат, фур, грязных следов присутствия лагеря, увидал деревни с мужиками и бабами, помещичьи дома, поля с пасущимся скотом, станционные дома с заснувшими смотрителями. Он почувствовал такую РАДОСТЬ, как будто в первый раз все это видел. В особенности то, что долго удивляло и радовало его, — это были женщины, молодые, здоровые, за каждой из которых не было десятка ухаживающих офицеров, и женщины, которые РАДЫ и польщены были тем, что проезжий офицер шутит с ними.",Николай Ростов
Том четвертый,Часть первая,VI,265,"Когда на другой день после своего вечера губернаторша приехала к Мальвинцевой и, переговорив с теткой о своих планах (сделав оговорку о том, что хотя при теперешних обстоятельствах нельзя и думать о формальном сватовстве, все-таки можно свести молодых людей, дать им узнать друг друга), и когда, получив одобрение тетки, губернаторша при княжне Марье заговорила о Ростове, хваля его и рассказывая, как он покраснел при упоминании о княжне, — княжна Марья испытала не радостное, но болезненное чувство: внутреннее согласие ее не существовало более, и опять поднялись желания, сомнения, упреки и надежды.","Когда на другой день после своего вечера губернаторша приехала к Мальвинцевой и, переговорив с теткой о своих планах (сделав оговорку о том, что хотя при теперешних обстоятельствах нельзя и думать о формальном сватовстве, все-таки можно свести молодых людей, дать им узнать друг друга), и когда, получив одобрение тетки, губернаторша при княжне Марье заговорила о Ростове, хваля его и рассказывая, как он покраснел при упоминании о княжне, — княжна Марья испытала не РАДОСТНОЕ, но болезненное чувство: внутреннее согласие ее не существовало более, и опять поднялись желания, сомнения, упреки и надежды.",Николай Ростов
Том четвертый,Часть первая,VI,265,"Когда Ростов вошел в комнату, княжна опустила на мгновенье голову, как бы предоставляя время гостю поздороваться с теткой, и потом, в самое то время, как Николай обратился к ней, она подняла голову и блестящими глазами встретила его взгляд. Полным достоинства и грации движением она с радостной улыбкой приподнялась, протянула ему свою тонкую, нежную руку и заговорила голосом, в котором в первый раз звучали новые, женские грудные звуки. M-lle Bourienne, бывшая в гостиной, с недоумевающим удивлением смотрела на княжну Марью. Самая искусная кокетка, она сама не могла бы лучше маневрировать при встрече с человеком, которому надо было понравиться.","Когда Ростов вошел в комнату, княжна опустила на мгновенье голову, как бы предоставляя время гостю поздороваться с теткой, и потом, в самое то время, как Николай обратился к ней, она подняла голову и блестящими глазами встретила его взгляд. Полным достоинства и грации движением она с РАДОСТНОЙ улыбкой приподнялась, протянула ему свою тонкую, нежную руку и заговорила голосом, в котором в первый раз звучали новые, женские грудные звуки. M-lle Bourienne, бывшая в гостиной, с недоумевающим удивлением смотрела на княжну Марью. Самая искусная кокетка, она сама не могла бы лучше маневрировать при встрече с человеком, которому надо было понравиться.",Николай Ростов
Том четвертый,Часть первая,VI,265,"Когда Ростов вошел в комнату, княжна опустила на мгновенье голову, как бы предоставляя время гостю поздороваться с теткой, и потом, в самое то время, как Николай обратился к ней, она подняла голову и блестящими глазами встретила его взгляд. Полным достоинства и грации движением она с радостной улыбкой приподнялась, протянула ему свою тонкую, нежную руку и заговорила голосом, в котором в первый раз звучали новые, женские грудные звуки. M-lle Bourienne, бывшая в гостиной, с недоумевающим удивлением смотрела на княжну Марью. Самая искусная кокетка, она сама не могла бы лучше маневрировать при встрече с человеком, которому надо было понравиться.","Когда Ростов вошел в комнату, княжна опустила на мгновенье голову, как бы предоставляя время гостю поздороваться с теткой, и потом, в самое то время, как Николай обратился к ней, она подняла голову и блестящими глазами встретила его взгляд. Полным достоинства и грации движением она с РАДОСТНОЙ улыбкой приподнялась, протянула ему свою тонкую, нежную руку и заговорила голосом, в котором в первый раз звучали новые, женские грудные звуки. M-lle Bourienne, бывшая в гостиной, с недоумевающим удивлением смотрела на княжну Марью. Самая искусная кокетка, она сама не могла бы лучше маневрировать при встрече с человеком, которому надо было понравиться.",Николай Ростов
Том четвертый,Часть первая,VII,266,"Николай с удивлением смотрел на ее лицо. Это было то же лицо, которое он видел прежде, то же было в нем общее выражение тонкой, внутренней, духовной доброты; но теперь оно было совершенно иначе освещено. Трогательное выражение печали, мольбы и надежды было на нем. Как и прежде бывало с Николаем в ее присутствии, он, не дожидаясь совета губернаторши подойти к ней, не спрашивая себя, хорошо ли, прилично ли или нет будет его обращение к ней здесь, в церкви, подошел к ней и сказал, что он слышал о ее горе и всей душой соболезнует ему. Едва только она услыхала его голос, как вдруг яркий свет загорелся в ее лице, освещая в одно и то же время и печаль ее, и радость.","Николай с удивлением смотрел на ее лицо. Это было то же лицо, которое он видел прежде, то же было в нем общее выражение тонкой, внутренней, духовной доброты; но теперь оно было совершенно иначе освещено. Трогательное выражение печали, мольбы и надежды было на нем. Как и прежде бывало с Николаем в ее присутствии, он, не дожидаясь совета губернаторши подойти к ней, не спрашивая себя, хорошо ли, прилично ли или нет будет его обращение к ней здесь, в церкви, подошел к ней и сказал, что он слышал о ее горе и всей душой соболезнует ему. Едва только она услыхала его голос, как вдруг яркий свет загорелся в ее лице, освещая в одно и то же время и печаль ее, и РАДОСТЬ.",Николай Ростов
Том четвертый,Часть первая,VII,266,"Николай взял два письма. Одно было от матери, другое от Сони. Он узнал их по почеркам и распечатал первое письмо Сони. Не успел он прочесть несколько строк, как лицо его побледнело и глаза его испуганно и радостно раскрылись.","Николай взял два письма. Одно было от матери, другое от Сони. Он узнал их по почеркам и распечатал первое письмо Сони. Не успел он прочесть несколько строк, как лицо его побледнело и глаза его испуганно и РАДОСТНО раскрылись.",Николай Ростов
Том четвертый,Часть первая,VIII,267,"Соня разрыдалась истерически, отвечала сквозь рыдания, что она сделает все, что она на все готова, но не дала прямого обещания и в душе своей не могла решиться на то, чего от нее требовали. Надо было жертвовать собой для счастья семьи, которая вскормила и воспитала ее. Жертвовать собой для счастья других было привычкой Сони. Ее положение в доме было таково, что только на пути жертвования она могла выказывать свои достоинства, и она привыкла и любила жертвовать собой. Но прежде во всех действиях самопожертвования она с радостью сознавала, что она, жертвуя собой, этим самым возвышает себе цену в глазах себя и других и становится более достойною Nicolas, которого она любила больше всего в жизни; но теперь жертва ее должна была состоять в том, чтобы отказаться от того, что для нее составляло всю награду жертвы, весь смысл жизни. И в первый раз в жизни она почувствовала горечь к тем людям, которые облагодетельствовали ее для того, чтобы больнее замучить; почувствовала зависть к Наташе, никогда не испытывавшей ничего подобного, никогда не нуждавшейся в жертвах и заставлявшей других жертвовать себе и все-таки всеми любимой. И в первый раз Соня почувствовала, как из ее тихой, чистой любви к Nicolas вдруг начинало вырастать страстное чувство, которое стояло выше и правил, и добродетели, и религии; и под влиянием этого чувства Соня невольно, выученная своею зависимою жизнью скрытности, в общих неопределенных словах ответив графине, избегала с ней разговоров и решилась ждать свидания с Николаем с тем, чтобы в этом свидании не освободить, но, напротив, навсегда связать себя с ним.","Соня разрыдалась истерически, отвечала сквозь рыдания, что она сделает все, что она на все готова, но не дала прямого обещания и в душе своей не могла решиться на то, чего от нее требовали. Надо было жертвовать собой для счастья семьи, которая вскормила и воспитала ее. Жертвовать собой для счастья других было привычкой Сони. Ее положение в доме было таково, что только на пути жертвования она могла выказывать свои достоинства, и она привыкла и любила жертвовать собой. Но прежде во всех действиях самопожертвования она с РАДОСТЬЮ сознавала, что она, жертвуя собой, этим самым возвышает себе цену в глазах себя и других и становится более достойною Nicolas, которого она любила больше всего в жизни; но теперь жертва ее должна была состоять в том, чтобы отказаться от того, что для нее составляло всю награду жертвы, весь смысл жизни. И в первый раз в жизни она почувствовала горечь к тем людям, которые облагодетельствовали ее для того, чтобы больнее замучить; почувствовала зависть к Наташе, никогда не испытывавшей ничего подобного, никогда не нуждавшейся в жертвах и заставлявшей других жертвовать себе и все-таки всеми любимой. И в первый раз Соня почувствовала, как из ее тихой, чистой любви к Nicolas вдруг начинало вырастать страстное чувство, которое стояло выше и правил, и добродетели, и религии; и под влиянием этого чувства Соня невольно, выученная своею зависимою жизнью скрытности, в общих неопределенных словах ответив графине, избегала с ней разговоров и решилась ждать свидания с Николаем с тем, чтобы в этом свидании не освободить, но, напротив, навсегда связать себя с ним.",Николай Ростов
Том четвертый,Часть первая,VIII,267,"Хлопоты и ужас последних дней пребывания Ростовых в Москве заглушили в Соне тяготившие ее мрачные мысли. Она рада была находить спасение от них в практической деятельности. Но когда она узнала о присутствии в их доме князя Андрея, несмотря на всю искреннюю жалость, которую она испытывала к нему и к Наташе, радостное и суеверное чувство того, что Бог не хочет того, чтобы она была разлучена с Nicolas, охватило ее. Она знала, что Наташа любила одного князя Андрея и не переставала любить его. Она знала, что теперь, сведенные вместе в таких страшных условиях, они снова полюбят друг друга и что тогда Николаю вследствие родства, которое будет между ними, нельзя будет жениться на княжне Марье. Несмотря на весь ужас всего происходившего в последние дни и во время первых дней путешествия, это чувство, это сознание вмешательства провидения в ее личные дела радовало Соню.","Хлопоты и ужас последних дней пребывания Ростовых в Москве заглушили в Соне тяготившие ее мрачные мысли. Она РАДА была находить спасение от них в практической деятельности. Но когда она узнала о присутствии в их доме князя Андрея, несмотря на всю искреннюю жалость, которую она испытывала к нему и к Наташе, РАДОСТНОЕ и суеверное чувство того, что Бог не хочет того, чтобы она была разлучена с Nicolas, охватило ее. Она знала, что Наташа любила одного князя Андрея и не переставала любить его. Она знала, что теперь, сведенные вместе в таких страшных условиях, они снова полюбят друг друга и что тогда Николаю вследствие родства, которое будет между ними, нельзя будет жениться на княжне Марье. Несмотря на весь ужас всего происходившего в последние дни и во время первых дней путешествия, это чувство, это сознание вмешательства провидения в ее личные дела радовало Соню.",Николай Ростов
Том четвертый,Часть первая,VIII,267,"Соня была размягчена, взволнована и умилена всем тем, что происходило в этот день, в особенности тем таинственным совершением гаданья, которое она сейчас видела. Теперь, когда она знала, что по случаю возобновления отношений Наташи с князем Андреем Николай не мог жениться на княжне Марье, она с радостью почувствовала возвращение того настроения самопожертвования, в котором она любила и привыкла жить. И со слезами на глазах и с радостью сознания совершения великодушного поступка она, несколько раз прерываясь от слез, которые отуманивали ее бархатные черные глаза, написала то трогательное письмо, получение которого так поразило Николая.","Соня была размягчена, взволнована и умилена всем тем, что происходило в этот день, в особенности тем таинственным совершением гаданья, которое она сейчас видела. Теперь, когда она знала, что по случаю возобновления отношений Наташи с князем Андреем Николай не мог жениться на княжне Марье, она с РАДОСТЬЮ почувствовала возвращение того настроения самопожертвования, в котором она любила и привыкла жить. И со слезами на глазах и с РАДОСТЬЮ сознания совершения великодушного поступка она, несколько раз прерываясь от слез, которые отуманивали ее бархатные черные глаза, написала то трогательное письмо, получение которого так поразило Николая.",Николай Ростов
Эпилог,Часть первая,VI,339,"«Я и не ожидала от него другого», — говорила себе княжна Марья, чувствуя радостное подтверждение своей любви к нему. Вспоминая свои дружеские и почти родственные отношения ко всему семейству, она считала своей обязанностью ехать к ним. Но, вспоминая свои отношения к Николаю в Воронеже, она боялась этого. Сделав над собой большое усилие, она, однако, через несколько недель после своего приезда в город приехала к Ростовым.","«Я и не ожидала от него другого», — говорила себе княжна Марья, чувствуя РАДОСТНОЕ подтверждение своей любви к нему. Вспоминая свои дружеские и почти родственные отношения ко всему семейству, она считала своей обязанностью ехать к ним. Но, вспоминая свои отношения к Николаю в Воронеже, она боялась этого. Сделав над собой большое усилие, она, однако, через несколько недель после своего приезда в город приехала к Ростовым.",Николай Ростов
Эпилог,Часть первая,VI,339,"«Я и не ожидала от него другого», — говорила себе княжна Марья, чувствуя радостное подтверждение своей любви к нему. Вспоминая свои дружеские и почти родственные отношения ко всему семейству, она считала своей обязанностью ехать к ним. Но, вспоминая свои отношения к Николаю в Воронеже, она боялась этого. Сделав над собой большое усилие, она, однако, через несколько недель после своего приезда в город приехала к Ростовым.","«Я и не ожидала от него другого», — говорила себе княжна Марья, чувствуя РАДОСТНОЕ подтверждение своей любви к нему. Вспоминая свои дружеские и почти родственные отношения ко всему семейству, она считала своей обязанностью ехать к ним. Но, вспоминая свои отношения к Николаю в Воронеже, она боялась этого. Сделав над собой большое усилие, она, однако, через несколько недель после своего приезда в город приехала к Ростовым.",Николай Ростов
Эпилог,Часть первая,VI,339,"Николай первый встретил ее, так как к графине можно было проходить только через его комнату. При первом взгляде на нее лицо Николая вместо выражения радости, которую ожидала увидать на нем княжна Марья, приняло невиданное прежде княжной выражение холодности, сухости и гордости. Николай спросил о ее здоровье, проводил к матери и, посидев минут пять, вышел из комнаты.","Николай первый встретил ее, так как к графине можно было проходить только через его комнату. При первом взгляде на нее лицо Николая вместо выражения РАДОСТИ, которую ожидала увидать на нем княжна Марья, приняло невиданное прежде княжной выражение холодности, сухости и гордости. Николай спросил о ее здоровье, проводил к матери и, посидев минут пять, вышел из комнаты.",Николай Ростов
