character,volume,part,chapter,value,paragraph,emphasis,keywords,keytokens,emotionwords
Марья,Том второй,Часть пятая,II,143,"В последнее время в Москве эта внутренняя жизнь сделалась очень тяжела для княжны Марьи. Она была лишена в Москве тех своих лучших радостей — бесед с Божьими людьми и уединения, которые освежали ее в Лысых Горах, и не имела никаких выгод и радостей столичной жизни. В свет она не ездила; все знали, что отец не пускает ее без себя, а сам он по нездоровью не мог ездить, и ее уже не приглашали на обеды и вечера. Надежду на замужество княжна Марья совсем оставила. Она видела ту холодность и озлобление, с которыми князь Николай Андреич принимал и спроваживал от себя молодых людей, могущих быть женихами, иногда являвшихся в их дом. Друзей у княжны Марьи не было: в этот приезд в Москву она разочаровалась в своих двух самых близких людях: m-lle Bourienne, с которой она и прежде не могла быть вполне откровенна, теперь стала ей неприятна, и она, по некоторым причинам, стала отдаляться от нее; Жюли, которая была в Москве и к которой княжна Марья писала пять лет сряду, оказалась совершенно чуждой ей, когда книжна Марья вновь сошлась с нею лично. Жюли в это время, по случаю смерти братьев, сделавшись одной из самых богатых невест в Москве, находилась во всем разгаре светских удовольствий. Она была окружена молодыми людьми, которые, как она думала, вдруг оценили ее достоинства. Жюли находилась в том периоде стареющейся светской барышни, которая чувствует, что наступил последний шанс замужества и теперь или никогда должна решиться ее участь. Княжня Марья с грустной улыбкой вспоминала по четвергам, что ей теперь писать не к кому, так как Жюли, Жюли, от присутствия которой ей не было никакой радости, была здесь и виделась с нею каждую неделю. Она, как старый эмигрант, отказавшийся жениться на даме, у которой он проводил несколько лет свои вечера, потому что он, женившись не знал бы, где проводить свои вечера, жалела о том, что Жюли была здесь и ей некому писать. Княжне Марье в Москве не с кем было поговорить, некому поверить своего горя, а горя много прибавилось нового за это время. Срок возвращения князя Андрея и его женитьбы приближался, а его поручение приготовить к тому отца не только не было исполнено, но дело, напротив, казалось совсем испорчено, и напоминание о графине Ростовой выводило из себя старого князя, и так уже большую часть времени бывшего не в духе. Новое горе, прибавившееся в последнее время для княжны Марьи, были уроки, которые она давала шестилетнему племяннику. В своих отношениях с Николушкой она с ужасом узнавала в себе свойство раздражительности своего отца. Сколько раз она ни говорила себе, что не надо позволять себе горячиться, уча племянника, почти всякий раз, как она садилась с указкой за французскую азбуку, ей так хотелось поскорее, полегче перелить из себя свое знание в ребенка, уже боявшегося, что вот-вот тетя рассердится, что она при малейшем невнимании со стороны мальчика вздрагивала, торопилась, горячилась, возвышала голос, иногда дергала его за ручку и ставила в угол. Поставив его в угол, она сама начинала плакать над своею злой, дурной натурой, и Николушка, подражая ей рыданьями, без позволенья выходил из угла, подходил к ней и отдергивал от лица ее мокрые руки и утешал ее. Но более, более всего горя доставляла княжне раздражительность ее отца, всегда направленная против дочери и дошедшая в последнее время до жестокости. Ежели бы он заставлял ее все ночи класть поклоны, ежели бы он бил ее, заставлял таскать дрова и воду — ей бы и в голову не пришло, что ее положение трудно; но этот любящий мучитель, — самый жестокий оттого, что он любил и за то мучил себя и ее, — умышленно умел не только оскорбить, унизить ее, но и доказать ей, что она всегда и во всем была виновата. В последнее время в нем появилась новая черта, более всего мучившая княжну Марью, — это было его большое сближение с m-lle Bourienne. Пришедшая ему в первую минуту по получении известия о намерении своего сына мысль-шутка о том, что ежели Андрей женится, то и он сам женится на Bourienne, видимо, понравилась ему, и он с упорством последнее время (как казалось княжне Марье), только для того, чтоб ее оскорбить, выказывал особенную ласку к m-lle Bourienne и выказывал свое недовольство к дочери выказываньем любви к Bourienne.","В последнее время в Москве эта внутренняя жизнь сделалась очень тяжела для княжны Марьи. Она была лишена в Москве тех своих лучших РАДОСТЕЙ — бесед с Божьими людьми и уединения, которые освежали ее в Лысых Горах, и не имела никаких выгод и РАДОСТЕЙ столичной жизни. В свет она не ездила; все знали, что отец не пускает ее без себя, а сам он по нездоровью не мог ездить, и ее уже не приглашали на обеды и вечера. Надежду на замужество княжна Марья совсем оставила. Она видела ту холодность и озлобление, с которыми князь Николай Андреич принимал и спроваживал от себя молодых людей, могущих быть женихами, иногда являвшихся в их дом. Друзей у княжны Марьи не было: в этот приезд в Москву она разочаровалась в своих двух самых близких людях: m-lle Bourienne, с которой она и прежде не могла быть вполне откровенна, теперь стала ей неприятна, и она, по некоторым причинам, стала отдаляться от нее; Жюли, которая была в Москве и к которой княжна Марья писала пять лет сряду, оказалась совершенно чуждой ей, когда книжна Марья вновь сошлась с нею лично. Жюли в это время, по случаю смерти братьев, сделавшись одной из самых богатых невест в Москве, находилась во всем разгаре светских удовольствий. Она была окружена молодыми людьми, которые, как она думала, вдруг оценили ее достоинства. Жюли находилась в том периоде стареющейся светской барышни, которая чувствует, что наступил последний шанс замужества и теперь или никогда должна решиться ее участь. Княжня Марья с грустной улыбкой вспоминала по четвергам, что ей теперь писать не к кому, так как Жюли, Жюли, от присутствия которой ей не было никакой РАДОСТИ, была здесь и виделась с нею каждую неделю. Она, как старый эмигрант, отказавшийся жениться на даме, у которой он проводил несколько лет свои вечера, потому что он, женившись не знал бы, где проводить свои вечера, жалела о том, что Жюли была здесь и ей некому писать. Княжне Марье в Москве не с кем было поговорить, некому поверить своего горя, а горя много прибавилось нового за это время. Срок возвращения князя Андрея и его женитьбы приближался, а его поручение приготовить к тому отца не только не было исполнено, но дело, напротив, казалось совсем испорчено, и напоминание о графине Ростовой выводило из себя старого князя, и так уже большую часть времени бывшего не в духе. Новое горе, прибавившееся в последнее время для княжны Марьи, были уроки, которые она давала шестилетнему племяннику. В своих отношениях с Николушкой она с ужасом узнавала в себе свойство раздражительности своего отца. Сколько раз она ни говорила себе, что не надо позволять себе горячиться, уча племянника, почти всякий раз, как она садилась с указкой за французскую азбуку, ей так хотелось поскорее, полегче перелить из себя свое знание в ребенка, уже боявшегося, что вот-вот тетя рассердится, что она при малейшем невнимании со стороны мальчика вздрагивала, торопилась, горячилась, возвышала голос, иногда дергала его за ручку и ставила в угол. Поставив его в угол, она сама начинала плакать над своею злой, дурной натурой, и Николушка, подражая ей рыданьями, без позволенья выходил из угла, подходил к ней и отдергивал от лица ее мокрые руки и утешал ее. Но более, более всего горя доставляла княжне раздражительность ее отца, всегда направленная против дочери и дошедшая в последнее время до жестокости. Ежели бы он заставлял ее все ночи класть поклоны, ежели бы он бил ее, заставлял таскать дрова и воду — ей бы и в голову не пришло, что ее положение трудно; но этот любящий мучитель, — самый жестокий оттого, что он любил и за то мучил себя и ее, — умышленно умел не только оскорбить, унизить ее, но и доказать ей, что она всегда и во всем была виновата. В последнее время в нем появилась новая черта, более всего мучившая княжну Марью, — это было его большое сближение с m-lle Bourienne. Пришедшая ему в первую минуту по получении известия о намерении своего сына мысль-шутка о том, что ежели Андрей женится, то и он сам женится на Bourienne, видимо, понравилась ему, и он с упорством последнее время (как казалось княжне Марье), только для того, чтоб ее оскорбить, выказывал особенную ласку к m-lle Bourienne и выказывал свое недовольство к дочери выказываньем любви к Bourienne.",радость,радостей;радости,радость
Марья,Том второй,Часть пятая,VI,147,"— Душой рада, что приехали и что у меня остановились, — говорила она. — Давно пора, — сказала она, значительно взглянув на Наташу... — Старик здесь, и сына ждут со дня на день. Надо, надо с ним познакомиться. Ну, да об этом после поговорим, — прибавила она, оглянув Соню взглядом, показывавшим, что она при ней не желает говорить об этом. — Теперь слушай, — обратилась она к графу, — завтра что же тебе надо? За кем пошлешь? Шиншина? — она загнула один палец, — плаксу Анну Михайловну — два. Она здесь с сыном. Женится сын-то! Потом Безухова, что ль? И он здесь с женой. Он от нее убежал, а она за ним прискакала. Он обедал у меня в середу. Ну, а их, — она указала на барышень, — завтра свожу к Иверской, а потом и к Обер-Шельме заедем. Ведь небось все новое делать будете? С меня не берите, нынче рукава — вот что! Намедни княжна Ирина Васильевна молодая ко мне приехала: страх глядеть, точно два бочонка на руки надела. Ведь нынче что день — новая мода. Да у тебя-то у самого какие дела? — обратилась она строго к графу.","— Душой РАДА, что приехали и что у меня остановились, — говорила она. — Давно пора, — сказала она, значительно взглянув на Наташу... — Старик здесь, и сына ждут со дня на день. Надо, надо с ним познакомиться. Ну, да об этом после поговорим, — прибавила она, оглянув Соню взглядом, показывавшим, что она при ней не желает говорить об этом. — Теперь слушай, — обратилась она к графу, — завтра что же тебе надо? За кем пошлешь? Шиншина? — она загнула один палец, — плаксу Анну Михайловну — два. Она здесь с сыном. Женится сын-то! Потом Безухова, что ль? И он здесь с женой. Он от нее убежал, а она за ним прискакала. Он обедал у меня в середу. Ну, а их, — она указала на барышень, — завтра свожу к Иверской, а потом и к Обер-Шельме заедем. Ведь небось все новое делать будете? С меня не берите, нынче рукава — вот что! Намедни княжна Ирина Васильевна молодая ко мне приехала: страх глядеть, точно два бочонка на руки надела. Ведь нынче что день — новая мода. Да у тебя-то у самого какие дела? — обратилась она строго к графу.",рад,рада,радость
Марья,Том второй,Часть пятая,VII,148,"— Ну, Господи благослови! — проговорил граф полушутя, полусерьезно; но Наташа заметила, что отец ее заторопился, входя в переднюю и робко, тихо спросил, дома ли князь и княжна. После доклада о их приезде между прислугой князя произошло смятение. Лакей, побежавший докладывать о них, был остановлен другим лакеем в зале, и они шептали о чем-то. В залу выбежала горничная девушка и торопливо тоже говорила что-то, упоминая о княжне. Наконец один старый, с сердитым видом лакей вышел и доложил Ростовым, что князь принять не может, а княжна просит к себе. Первая навстречу гостям вышла m-lle Bourienne. Она особенно учтиво встретила отца с дочерью и проводила их к княжне. Княжна с взволнованным, испуганным и покрытым красными пятнами лицом выбежала, тяжело ступая, навстречу к гостям, и тщетно пыталась казаться свободной и радушной. Наташа с первого взгляда не понравилась княжне Марье. Она ей показалась слишком нарядной, легкомысленно-веселой и тщеславной. Княжна Марья не знала, что прежде чем она увидала свою будущую невестку, она уже была дурно расположена к ней по невольной зависти к ее красоте, молодости и счастию и по ревности к любви своего брата. Кроме этого непреодолимого чувства антипатии к ней, княжна Марья в эту минуту была взволнована еще тем, что при докладе о приезде Ростовых князь закричал, что ему их не нужно, что пусть княжна Марья принимает, если хочет, а чтобы к нему их не пускали. Княжна Марья решилась принять Ростовых, но всякую минуту боялась, как бы князь не сделал какую-нибудь выходку, так как он казался очень взволнованным приездом Ростовых.","— Ну, Господи благослови! — проговорил граф полушутя, полусерьезно; но Наташа заметила, что отец ее заторопился, входя в переднюю и робко, тихо спросил, дома ли князь и княжна. После доклада о их приезде между прислугой князя произошло смятение. Лакей, побежавший докладывать о них, был остановлен другим лакеем в зале, и они шептали о чем-то. В залу выбежала горничная девушка и торопливо тоже говорила что-то, упоминая о княжне. Наконец один старый, с сердитым видом лакей вышел и доложил Ростовым, что князь принять не может, а княжна просит к себе. Первая навстречу гостям вышла m-lle Bourienne. Она особенно учтиво встретила отца с дочерью и проводила их к княжне. Княжна с взволнованным, испуганным и покрытым красными пятнами лицом выбежала, тяжело ступая, навстречу к гостям, и тщетно пыталась казаться свободной и радушной. Наташа с первого взгляда не понравилась княжне Марье. Она ей показалась слишком нарядной, легкомысленно-веселой и тщеславной. Княжна Марья не знала, что прежде чем она увидала свою будущую невестку, она уже была дурно расположена к ней по невольной зависти к ее красоте, молодости и СЧАСТИЮ и по ревности к любви своего брата. Кроме этого непреодолимого чувства антипатии к ней, княжна Марья в эту минуту была взволнована еще тем, что при докладе о приезде Ростовых князь закричал, что ему их не нужно, что пусть княжна Марья принимает, если хочет, а чтобы к нему их не пускали. Княжна Марья решилась принять Ростовых, но всякую минуту боялась, как бы князь не сделал какую-нибудь выходку, так как он казался очень взволнованным приездом Ростовых.",счастию,счастию,счастье
Марья,Том второй,Часть пятая,VII,148,"— Ну, Господи благослови! — проговорил граф полушутя, полусерьезно; но Наташа заметила, что отец ее заторопился, входя в переднюю и робко, тихо спросил, дома ли князь и княжна. После доклада о их приезде между прислугой князя произошло смятение. Лакей, побежавший докладывать о них, был остановлен другим лакеем в зале, и они шептали о чем-то. В залу выбежала горничная девушка и торопливо тоже говорила что-то, упоминая о княжне. Наконец один старый, с сердитым видом лакей вышел и доложил Ростовым, что князь принять не может, а княжна просит к себе. Первая навстречу гостям вышла m-lle Bourienne. Она особенно учтиво встретила отца с дочерью и проводила их к княжне. Княжна с взволнованным, испуганным и покрытым красными пятнами лицом выбежала, тяжело ступая, навстречу к гостям, и тщетно пыталась казаться свободной и радушной. Наташа с первого взгляда не понравилась княжне Марье. Она ей показалась слишком нарядной, легкомысленно-веселой и тщеславной. Княжна Марья не знала, что прежде чем она увидала свою будущую невестку, она уже была дурно расположена к ней по невольной зависти к ее красоте, молодости и счастию и по ревности к любви своего брата. Кроме этого непреодолимого чувства антипатии к ней, княжна Марья в эту минуту была взволнована еще тем, что при докладе о приезде Ростовых князь закричал, что ему их не нужно, что пусть княжна Марья принимает, если хочет, а чтобы к нему их не пускали. Княжна Марья решилась принять Ростовых, но всякую минуту боялась, как бы князь не сделал какую-нибудь выходку, так как он казался очень взволнованным приездом Ростовых.","— Ну, Господи благослови! — проговорил граф полушутя, полусерьезно; но Наташа заметила, что отец ее заторопился, входя в переднюю и робко, тихо спросил, дома ли князь и княжна. После доклада о их приезде между прислугой князя произошло смятение. Лакей, побежавший докладывать о них, был остановлен другим лакеем в зале, и они шептали о чем-то. В залу выбежала горничная девушка и торопливо тоже говорила что-то, упоминая о княжне. Наконец один старый, с сердитым видом лакей вышел и доложил Ростовым, что князь принять не может, а княжна просит к себе. Первая навстречу гостям вышла m-lle Bourienne. Она особенно учтиво встретила отца с дочерью и проводила их к княжне. Княжна с взволнованным, испуганным и покрытым красными пятнами лицом выбежала, тяжело ступая, навстречу к гостям, и тщетно пыталась казаться свободной и радушной. Наташа с первого взгляда не понравилась княжне Марье. Она ей показалась слишком нарядной, легкомысленно-веселой и тщеславной. Княжна Марья не знала, что прежде чем она увидала свою будущую невестку, она уже была дурно расположена к ней по невольной зависти к ее красоте, молодости и СЧАСТИЮ и по ревности к любви своего брата. Кроме этого непреодолимого чувства антипатии к ней, княжна Марья в эту минуту была взволнована еще тем, что при докладе о приезде Ростовых князь закричал, что ему их не нужно, что пусть княжна Марья принимает, если хочет, а чтобы к нему их не пускали. Княжна Марья решилась принять Ростовых, но всякую минуту боялась, как бы князь не сделал какую-нибудь выходку, так как он казался очень взволнованным приездом Ростовых.",счастию,счастию,счастье
Марья,Том второй,Часть пятая,VII,148,"— Ну вот, я вам, княжна милая, привез мою певунью, — сказал граф, расшаркиваясь и беспокойно оглядываясь, как будто он боялся, не взойдет ли старый князь. — Уж как я рад, что вы познакомитесь. Жаль, жаль, что князь все нездоров, — и, сказав еще несколько общих фраз, он встал. — Ежели позволите, княжна, на четверть часика вам прикинуть мою Наташу, я бы съездил, тут два шага, на Собачью Площадку, к Анне Семеновне, и заеду за ней.","— Ну вот, я вам, княжна милая, привез мою певунью, — сказал граф, расшаркиваясь и беспокойно оглядываясь, как будто он боялся, не взойдет ли старый князь. — Уж как я РАД, что вы познакомитесь. Жаль, жаль, что князь все нездоров, — и, сказав еще несколько общих фраз, он встал. — Ежели позволите, княжна, на четверть часика вам прикинуть мою Наташу, я бы съездил, тут два шага, на Собачью Площадку, к Анне Семеновне, и заеду за ней.",рад,рад,радость
Марья,Том второй,Часть пятая,VII,148,"Илья Андреич придумал эту дипломатическую хитрость для того, чтобы дать простор будущей золовке объясниться с своей невесткой (как он сказал это после дочери), и еще для того, чтоб избежать возможности встречи с князем, которого он боялся. Он не сказал этого дочери, но Наташа поняла этот страх и беспокойство своего отца и почувствовала себя оскорбленною. Она покраснела за своего отца, еще более рассердилась за то, что покраснела, и смелым, вызывающим взглядом, говорившим про то, что она никого не боится, взглянула на княжну. Княжна сказала графу, что очень рада и просит его только пробыть подольше у Анны Семеновны, и Илья Андреич уехал.","Илья Андреич придумал эту дипломатическую хитрость для того, чтобы дать простор будущей золовке объясниться с своей невесткой (как он сказал это после дочери), и еще для того, чтоб избежать возможности встречи с князем, которого он боялся. Он не сказал этого дочери, но Наташа поняла этот страх и беспокойство своего отца и почувствовала себя оскорбленною. Она покраснела за своего отца, еще более рассердилась за то, что покраснела, и смелым, вызывающим взглядом, говорившим про то, что она никого не боится, взглянула на княжну. Княжна сказала графу, что очень РАДА и просит его только пробыть подольше у Анны Семеновны, и Илья Андреич уехал.",рад,рада,радость
Марья,Том второй,Часть пятая,VII,148,"— Милая Натали, — сказала княжна Марья, — знайте, что я рада тому, что брат мой нашел счастье... — Она остановилась, чувствуя, что она говорит неправду. Наташа заметила эту остановку и угадала причину ее.","— Милая Натали, — сказала княжна Марья, — знайте, что я РАДА тому, что брат мой нашел СЧАСТЬЕ... — Она остановилась, чувствуя, что она говорит неправду. Наташа заметила эту остановку и угадала причину ее.",счастие; рад,рада;счастье,счастье;радость
Марья,Том второй,Часть пятая,VII,148,"— Милая Натали, — сказала княжна Марья, — знайте, что я рада тому, что брат мой нашел счастье... — Она остановилась, чувствуя, что она говорит неправду. Наташа заметила эту остановку и угадала причину ее.","— Милая Натали, — сказала княжна Марья, — знайте, что я РАДА тому, что брат мой нашел СЧАСТЬЕ... — Она остановилась, чувствуя, что она говорит неправду. Наташа заметила эту остановку и угадала причину ее.",счастие; рад,рада;счастье,счастье;радость
Марья,Том второй,Часть пятая,XII,153,"Следующий после театра день Ростовы никуда не ездили, и никто не приезжал к ним. Марья Дмитриевна о чем-то скрывая от Наташи, переговаривалась с ее отцом. Наташа догадывалась, что они говорили о старом князе и что-то придумывали, и ее беспокоило и оскорбляло это. Она всякую минуту ждала князя Андрея и два раза в этот день посылала дворника на Вздвиженку узнавать, не приехал ли он. Он не приезжал. Ей было теперь тяжелее, чем первые дни своего приезда. К нетерпению и грусти ее о нем присоединились неприятное воспоминание о свидании с княжной Марьей и с старым князем и страх и беспокойство, которым она не знала причины. Ей все казалось, что или он никогда не приедет, или что, прежде чем он приедет, с ней случится что-нибудь. Она не могла, как прежде, спокойно и продолжительно, одна сама с собой, думать о нем. Как только она начинала думать о нем, к воспоминанию о нем присоединялось воспоминание о старом князе, о княжне Марье, и о последнем спектакле, и о Курагине. Ей опять представлялся вопрос, не виновата ли она, не нарушена ли уже ее верность князю Андрею, и опять она заставала себя до малейших подробностей воспоминающею каждое слово, каждый жест, каждый оттенок игры выражения на лице этого человека, умевшего возбудить в ней непонятное для нее и страшное чувство. На взгляд домашних, Наташа казалась оживленнее обыкновенного, но она далеко была не так спокойна и счастлива, как была прежде.","Следующий после театра день Ростовы никуда не ездили, и никто не приезжал к ним. Марья Дмитриевна о чем-то скрывая от Наташи, переговаривалась с ее отцом. Наташа догадывалась, что они говорили о старом князе и что-то придумывали, и ее беспокоило и оскорбляло это. Она всякую минуту ждала князя Андрея и два раза в этот день посылала дворника на Вздвиженку узнавать, не приехал ли он. Он не приезжал. Ей было теперь тяжелее, чем первые дни своего приезда. К нетерпению и грусти ее о нем присоединились неприятное воспоминание о свидании с княжной Марьей и с старым князем и страх и беспокойство, которым она не знала причины. Ей все казалось, что или он никогда не приедет, или что, прежде чем он приедет, с ней случится что-нибудь. Она не могла, как прежде, спокойно и продолжительно, одна сама с собой, думать о нем. Как только она начинала думать о нем, к воспоминанию о нем присоединялось воспоминание о старом князе, о княжне Марье, и о последнем спектакле, и о Курагине. Ей опять представлялся вопрос, не виновата ли она, не нарушена ли уже ее верность князю Андрею, и опять она заставала себя до малейших подробностей воспоминающею каждое слово, каждый жест, каждый оттенок игры выражения на лице этого человека, умевшего возбудить в ней непонятное для нее и страшное чувство. На взгляд домашних, Наташа казалась оживленнее обыкновенного, но она далеко была не так спокойна и СЧАСТЛИВА, как была прежде.",счастливый,счастлива,счастье
Марья,Том второй,Часть пятая,XIV,155,"Княжна Марья писала, что она была в отчаянии от происшедшего между ними недоразумения. Какие бы ни были чувства отца, писала княжна Марья, она просила Наташу верить, что она не могла не любить ее как ту, которую выбрал ее брат, для счастия которого она всем готова была пожертвовать.","Княжна Марья писала, что она была в отчаянии от происшедшего между ними недоразумения. Какие бы ни были чувства отца, писала княжна Марья, она просила Наташу верить, что она не могла не любить ее как ту, которую выбрал ее брат, для СЧАСТИЯ которого она всем готова была пожертвовать.",счастие,счастия,счастье
Марья,Том второй,Часть пятая,XIV,155,"Княжна Марья писала, что она была в отчаянии от происшедшего между ними недоразумения. Какие бы ни были чувства отца, писала княжна Марья, она просила Наташу верить, что она не могла не любить ее как ту, которую выбрал ее брат, для счастия которого она всем готова была пожертвовать.","Княжна Марья писала, что она была в отчаянии от происшедшего между ними недоразумения. Какие бы ни были чувства отца, писала княжна Марья, она просила Наташу верить, что она не могла не любить ее как ту, которую выбрал ее брат, для СЧАСТИЯ которого она всем готова была пожертвовать.",счастие,счастия,счастье
Марья,Том второй,Часть пятая,XIV,155,"«Впрочем, — писала она, — не думайте, чтобы отец мой был дурно расположен к вам. Он больной и старый человек, которого надо извинять; но он добр, великодушен и будет любить ту, которая сделает счастье его сына». Княжна Марья просила далее, чтобы Наташа назначила время, когда она может опять увидаться с ней.","«Впрочем, — писала она, — не думайте, чтобы отец мой был дурно расположен к вам. Он больной и старый человек, которого надо извинять; но он добр, великодушен и будет любить ту, которая сделает СЧАСТЬЕ его сына». Княжна Марья просила далее, чтобы Наташа назначила время, когда она может опять увидаться с ней.",счастие,счастье,счастье
