character,volume,part,chapter,value,paragraph,emphasis,token,lemma,concept,totalpart
Natasha,Том третий,Часть третья,XVI,241,"Отдали еще и гардеробную повозку и отправили ее за ранеными через два дома. Все домашние и прислуга были весело оживлены. Наташа находилась в восторженно-счастливом оживлении, которого она давно не испытывала.","Отдали еще и гардеробную повозку и отправили ее за ранеными через два дома. Все домашние и прислуга были весело оживлены. Наташа находилась в восторженно-СЧАСТЛИВОМ оживлении, которого она давно не испытывала.",счастливом,счастливый,счастье,11
Natasha,Том третий,Часть третья,XXXII,257,"Глаза эти, налитые счастливыми слезами, робко, сострадательно и радостно-любовно смотрели на него. Худое и бледное лицо Наташи с распухшими губами было более чем некрасиво, оно было страшно. Но князь Андрей не видел этого лица, он видел сияющие глаза, которые были прекрасны. Сзади их послышался говор.","Глаза эти, налитые СЧАСТЛИВЫМИ слезами, робко, сострадательно и радостно-любовно смотрели на него. Худое и бледное лицо Наташи с распухшими губами было более чем некрасиво, оно было страшно. Но князь Андрей не видел этого лица, он видел сияющие глаза, которые были прекрасны. Сзади их послышался говор.",счастливыми,счастливый,счастье,11
Natasha,Том четвертый,Часть первая,VIII,267,"Соня разрыдалась истерически, отвечала сквозь рыдания, что она сделает все, что она на все готова, но не дала прямого обещания и в душе своей не могла решиться на то, чего от нее требовали. Надо было жертвовать собой для счастья семьи, которая вскормила и воспитала ее. Жертвовать собой для счастья других было привычкой Сони. Ее положение в доме было таково, что только на пути жертвования она могла выказывать свои достоинства, и она привыкла и любила жертвовать собой. Но прежде во всех действиях самопожертвования она с радостью сознавала, что она, жертвуя собой, этим самым возвышает себе цену в глазах себя и других и становится более достойною Nicolas, которого она любила больше всего в жизни; но теперь жертва ее должна была состоять в том, чтобы отказаться от того, что для нее составляло всю награду жертвы, весь смысл жизни. И в первый раз в жизни она почувствовала горечь к тем людям, которые облагодетельствовали ее для того, чтобы больнее замучить; почувствовала зависть к Наташе, никогда не испытывавшей ничего подобного, никогда не нуждавшейся в жертвах и заставлявшей других жертвовать себе и все-таки всеми любимой. И в первый раз Соня почувствовала, как из ее тихой, чистой любви к Nicolas вдруг начинало вырастать страстное чувство, которое стояло выше и правил, и добродетели, и религии; и под влиянием этого чувства Соня невольно, выученная своею зависимою жизнью скрытности, в общих неопределенных словах ответив графине, избегала с ней разговоров и решилась ждать свидания с Николаем с тем, чтобы в этом свидании не освободить, но, напротив, навсегда связать себя с ним.","Соня разрыдалась истерически, отвечала сквозь рыдания, что она сделает все, что она на все готова, но не дала прямого обещания и в душе своей не могла решиться на то, чего от нее требовали. Надо было жертвовать собой для СЧАСТЬЯ семьи, которая вскормила и воспитала ее. Жертвовать собой для СЧАСТЬЯ других было привычкой Сони. Ее положение в доме было таково, что только на пути жертвования она могла выказывать свои достоинства, и она привыкла и любила жертвовать собой. Но прежде во всех действиях самопожертвования она с радостью сознавала, что она, жертвуя собой, этим самым возвышает себе цену в глазах себя и других и становится более достойною Nicolas, которого она любила больше всего в жизни; но теперь жертва ее должна была состоять в том, чтобы отказаться от того, что для нее составляло всю награду жертвы, весь смысл жизни. И в первый раз в жизни она почувствовала горечь к тем людям, которые облагодетельствовали ее для того, чтобы больнее замучить; почувствовала зависть к Наташе, никогда не испытывавшей ничего подобного, никогда не нуждавшейся в жертвах и заставлявшей других жертвовать себе и все-таки всеми любимой. И в первый раз Соня почувствовала, как из ее тихой, чистой любви к Nicolas вдруг начинало вырастать страстное чувство, которое стояло выше и правил, и добродетели, и религии; и под влиянием этого чувства Соня невольно, выученная своею зависимою жизнью скрытности, в общих неопределенных словах ответив графине, избегала с ней разговоров и решилась ждать свидания с Николаем с тем, чтобы в этом свидании не освободить, но, напротив, навсегда связать себя с ним.",счастья,счастие,счастье,12
Natasha,Том четвертый,Часть первая,VIII,267,"— Соня, да? он будет жив? — сказала она. — Соня, как я счастлива и как я несчастна! Соня, голубчик, — все по-старому. Только бы он был жив. Он не может... потому что, потому... что... — И Наташа расплакалась.","— Соня, да? он будет жив? — сказала она. — Соня, как я СЧАСТЛИВА и как я несчастна! Соня, голубчик, — все по-старому. Только бы он был жив. Он не может... потому что, потому... что... — И Наташа расплакалась.",счастлива,счастливый,счастье,12
Natasha,Том четвертый,Часть четвертая,I,314,"«Я согласилась, — говорила себе теперь Наташа, — что было бы ужасно, если б он остался всегда страдающим. Я сказала это тогда так только потому, что для него это было бы ужасно, а он понял это иначе. Он подумал, что это для меня ужасно бы было. Он тогда еще хотел жить — боялся смерти. И я так грубо, глупо сказала ему. Я не думала этого. Я думала совсем другое. Если бы я сказала то, что думала, я бы сказала: пускай бы он умирал, все время умирал бы перед моими глазами, я была бы счастлива в сравнении с тем, что я теперь. Теперь... Ничего, никого нет. Знал ли он это? Нет. Не знал и никогда не узнает. И теперь никогда, никогда уже нельзя поправить этого». И опять он говорил ей те же слова, но теперь в воображении своем Наташа отвечала ему иначе. Она останавливала его и говорила: «Ужасно для вас, но не для меня. Вы знайте, что мне без вас нет ничего в жизни, и страдать с вами для меня лучшее счастие». И он брал ее руку и жал ее так, как он жал ее в тот страшный вечер, за четыре дня перед смертью. И в воображении своем она говорила ему еще другие нежные, любовные речи, которые она могла бы сказать тогда, которые она говорила теперь. «Я люблю тебя... тебя... люблю, люблю...» — говорила она, судорожно сжимая руки, стискивая зубы с ожесточенным усилием.","«Я согласилась, — говорила себе теперь Наташа, — что было бы ужасно, если б он остался всегда страдающим. Я сказала это тогда так только потому, что для него это было бы ужасно, а он понял это иначе. Он подумал, что это для меня ужасно бы было. Он тогда еще хотел жить — боялся смерти. И я так грубо, глупо сказала ему. Я не думала этого. Я думала совсем другое. Если бы я сказала то, что думала, я бы сказала: пускай бы он умирал, все время умирал бы перед моими глазами, я была бы СЧАСТЛИВА в сравнении с тем, что я теперь. Теперь... Ничего, никого нет. Знал ли он это? Нет. Не знал и никогда не узнает. И теперь никогда, никогда уже нельзя поправить этого». И опять он говорил ей те же слова, но теперь в воображении своем Наташа отвечала ему иначе. Она останавливала его и говорила: «Ужасно для вас, но не для меня. Вы знайте, что мне без вас нет ничего в жизни, и страдать с вами для меня лучшее счастие». И он брал ее руку и жал ее так, как он жал ее в тот страшный вечер, за четыре дня перед смертью. И в воображении своем она говорила ему еще другие нежные, любовные речи, которые она могла бы сказать тогда, которые она говорила теперь. «Я люблю тебя... тебя... люблю, люблю...» — говорила она, судорожно сжимая руки, стискивая зубы с ожесточенным усилием.",счастлива,счастливый,счастье,15
Natasha,Том четвертый,Часть четвертая,XVI,329,"— Да, это было счастье, — сказала она тихим грудным голосом, — для меня наверное это было счастье. — Она помолчала. — И он... он... он говорил, что он желал этого, в ту минуту, как я пришла к нему... — Голос Наташи оборвался. Она покраснела, сжала руки на коленях и вдруг, видимо сделав усилие над собой, подняла голову и быстро начала говорить:","— Да, это было СЧАСТЬЕ, — сказала она тихим грудным голосом, — для меня наверное это было СЧАСТЬЕ. — Она помолчала. — И он... он... он говорил, что он желал этого, в ту минуту, как я пришла к нему... — Голос Наташи оборвался. Она покраснела, сжала руки на коленях и вдруг, видимо сделав усилие над собой, подняла голову и быстро начала говорить:",счастье,счастие,счастье,15
Natasha,Том четвертый,Часть четвертая,XX,333,"Все: лицо, походка, взгляд, голос — все вдруг изменилось в ней. Неожиданные для нее самой — сила жизни, надежды на счастье всплыли наружу и требовали удовлетворения. С первого вечера Наташа как будто забыла все то, что с ней было. Она с тех пор ни разу не пожаловалась на свое положение, ни одного слова не сказала о прошедшем и не боялась уже делать веселые планы на будущее. Она мало говорила о Пьере, но когда княжна Марья упоминала о нем, давно потухший блеск зажигался в ее глазах и губы морщились странной улыбкой.","Все: лицо, походка, взгляд, голос — все вдруг изменилось в ней. Неожиданные для нее самой — сила жизни, надежды на СЧАСТЬЕ всплыли наружу и требовали удовлетворения. С первого вечера Наташа как будто забыла все то, что с ней было. Она с тех пор ни разу не пожаловалась на свое положение, ни одного слова не сказала о прошедшем и не боялась уже делать веселые планы на будущее. Она мало говорила о Пьере, но когда княжна Марья упоминала о нем, давно потухший блеск зажигался в ее глазах и губы морщились странной улыбкой.",счастье,счастие,счастье,15
Natasha,Эпилог,Часть первая,XVI,349,"С того самого времени, как они остались одни и Наташа с широко раскрытыми, счастливыми глазами подошла к нему тихо и вдруг, быстро схватив его за голову, прижала ее к своей груди и сказала: «Теперь весь, весь мой, мой! Не уйдешь!» — с этого времени начался этот разговор, противный всем законам логики, противный уже потому, что в одно и то же время говорилось о совершенно различных предметах. Это одновременное обсуждение многого не только не мешало ясности понимания, но, напротив, было вернейшим признаком того, что они вполне понимают друг друга.","С того самого времени, как они остались одни и Наташа с широко раскрытыми, СЧАСТЛИВЫМИ глазами подошла к нему тихо и вдруг, быстро схватив его за голову, прижала ее к своей груди и сказала: «Теперь весь, весь мой, мой! Не уйдешь!» — с этого времени начался этот разговор, противный всем законам логики, противный уже потому, что в одно и то же время говорилось о совершенно различных предметах. Это одновременное обсуждение многого не только не мешало ясности понимания, но, напротив, было вернейшим признаком того, что они вполне понимают друг друга.",счастливыми,счастливый,счастье,16
Natasha,Эпилог,Часть первая,XVI,349,"Они замолчали на несколько секунд. Потом вдруг в одно и то же время повернулись друг к другу и начали что-то говорить. Пьер начал с самодовольствием и увлечением; Наташа — с тихой, счастливой улыбкой. Столкнувшись, они оба остановились, давая друг другу дорогу.","Они замолчали на несколько секунд. Потом вдруг в одно и то же время повернулись друг к другу и начали что-то говорить. Пьер начал с самодовольствием и увлечением; Наташа — с тихой, СЧАСТЛИВОЙ улыбкой. Столкнувшись, они оба остановились, давая друг другу дорогу.",счастливой,счастливый,счастье,16
Natasha,Том первый,Часть первая,VIII,8,"Два молодых человека, студент и офицер, друзья с детства, были одних лет и оба красивы, но не похожи друг на друга. Борис был высокий белокурый юноша с правильными тонкими чертами спокойного и красивого лица. Николай был невысокий курчавый молодой человек с открытым выражением лица. На верхней губе его уже показывались черные волосики, и во всем лице выражались стремительность и восторженность. Николай покраснел, как только вошел в гостиную. Видно было, что он искал и не находил, что сказать; Борис, напротив, тотчас же нашелся и рассказал спокойно, шутливо, как эту Мими, куклу, он знал еще молодою девицей с не испорченным еще носом, как она в пять лет на его памяти состаре́лась и как у ней по всему черепу треснула голова. Сказав это, он взглянул на Наташу. Наташа отвернулась от него, взглянула на младшего брата, который, зажмурившись, трясся от беззвучного смеха, и, не в силах более удерживаться, прыгнула и побежала из комнаты так скоро, как только могли нести ее быстрые ножки. Борис не рассмеялся.","Два молодых человека, студент и офицер, друзья с детства, были одних лет и оба красивы, но не похожи друг на друга. Борис был высокий белокурый юноша с правильными тонкими чертами спокойного и красивого лица. Николай был невысокий курчавый молодой человек с открытым выражением лица. На верхней губе его уже показывались черные волосики, и во всем лице выражались стремительность и ВОСТОРЖЕННОСТЬ. Николай покраснел, как только вошел в гостиную. Видно было, что он искал и не находил, что сказать; Борис, напротив, тотчас же нашелся и рассказал спокойно, шутливо, как эту Мими, куклу, он знал еще молодою девицей с не испорченным еще носом, как она в пять лет на его памяти состаре́лась и как у ней по всему черепу треснула голова. Сказав это, он взглянул на Наташу. Наташа отвернулась от него, взглянула на младшего брата, который, зажмурившись, трясся от беззвучного смеха, и, не в силах более удерживаться, прыгнула и побежала из комнаты так скоро, как только могли нести ее быстрые ножки. Борис не рассмеялся.",восторженность,восторженность,восторг,1
Natasha,Том первый,Часть третья,VI,52,"— Ах, Наташа! — сказала Соня восторженно и серьезно, не глядя на свою подругу, как будто она считала ее недостойною слышать то, что она намерена была сказать, и как будто она говорила это кому-то другому, с кем нельзя шутить. — Я полюбила раз твоего брата, и, что бы ни случилось с ним, со мной, я никогда не перестану любить его — во всю жизнь.","— Ах, Наташа! — сказала Соня ВОСТОРЖЕННО и серьезно, не глядя на свою подругу, как будто она считала ее недостойною слышать то, что она намерена была сказать, и как будто она говорила это кому-то другому, с кем нельзя шутить. — Я полюбила раз твоего брата, и, что бы ни случилось с ним, со мной, я никогда не перестану любить его — во всю жизнь.",восторженно,восторженно,восторг,3
Natasha,Том второй,Часть первая,I,66,"— Голубчик, Денисов! — взвизгнула Наташа, не помнившая себя от восторга, подскочила к нему, обняла и поцеловала его. Все смутились поступком Наташи. Денисов тоже покраснел, но улыбнулся и, взяв руку Наташи, поцеловал ее.","— Голубчик, Денисов! — взвизгнула Наташа, не помнившая себя от ВОСТОРГА, подскочила к нему, обняла и поцеловала его. Все смутились поступком Наташи. Денисов тоже покраснел, но улыбнулся и, взяв руку Наташи, поцеловал ее.",восторга,восторг,восторг,4
Natasha,Том второй,Часть первая,XV,80,"
Волшебница, скажи, какая силаВлечет меня к покинутым струнам;Какой огонь ты в сердце заронила, Какой восторг разлился по перстам! —


пел он страстным голосом, блестя на испуганную и счастливую Наташу своими агатовыми черными глазами.","
Волшебница, скажи, какая силаВлечет меня к покинутым струнам;Какой огонь ты в сердце заронила, Какой ВОСТОРГ разлился по перстам! —


пел он страстным голосом, блестя на испуганную и счастливую Наташу своими агатовыми черными глазами.",восторг,восторг,восторг,4
Natasha,Том второй,Часть первая,XV,80,"Соня сидела за клавикордами и играла прелюдию той баркароллы, которую особенно любил Денисов. Наташа собиралась петь. Денисов восторженными глазами смотрел на нее.","Соня сидела за клавикордами и играла прелюдию той баркароллы, которую особенно любил Денисов. Наташа собиралась петь. Денисов ВОСТОРЖЕННЫМИ глазами смотрел на нее.",восторженными,восторженный,восторг,4
Natasha,Том второй,Часть первая,XV,80,"Наташа в эту зиму в первый раз начала серьезно петь и в особенности оттого, что Денисов восторгался ее пением. Она пела теперь не по-детски, уж не было в ее пении этой комической, ребяческой старательности, которая была в ней прежде, но она пела еще не хорошо, как говорили все знатоки-судьи, которые ее слушали. «Не обработан, но прекрасный голос, надо обработать», — говорили все. Но говорили это обыкновенно уже гораздо после того, как замолкал ее голос. В то же время, когда звучал этот необработанный голос с неправильными придыханиями и с усилиями переходов, даже знатоки-судьи ничего не говорили и только наслаждались этим необработанным голосом, и только желали еще раз услыхать его. В голосе ее была та девственность, нетронутость, то незнание своих сил и та необработанная еще бархатность, которые так соединялись с недостатками искусства пения, что, казалось, нельзя было ничего изменить в этом голосе, не испортив его.","Наташа в эту зиму в первый раз начала серьезно петь и в особенности оттого, что Денисов ВОСТОРГАЛСЯ ее пением. Она пела теперь не по-детски, уж не было в ее пении этой комической, ребяческой старательности, которая была в ней прежде, но она пела еще не хорошо, как говорили все знатоки-судьи, которые ее слушали. «Не обработан, но прекрасный голос, надо обработать», — говорили все. Но говорили это обыкновенно уже гораздо после того, как замолкал ее голос. В то же время, когда звучал этот необработанный голос с неправильными придыханиями и с усилиями переходов, даже знатоки-судьи ничего не говорили и только наслаждались этим необработанным голосом, и только желали еще раз услыхать его. В голосе ее была та девственность, нетронутость, то незнание своих сил и та необработанная еще бархатность, которые так соединялись с недостатками искусства пения, что, казалось, нельзя было ничего изменить в этом голосе, не испортив его.",восторгался,восторгался,восторг,4
Natasha,Том второй,Часть третья,XII,114,"Борис помнил ту Наташу в коротеньком платье, с черными блестящими из-под локонов глазами и с отчаянным детским смехом, которую он знал четыре года тому назад, и потому, когда вошла совсем другая Наташа, он смутился и лицо его выразило восторженное удивление. Это выражение его лица обрадовало Наташу.","Борис помнил ту Наташу в коротеньком платье, с черными блестящими из-под локонов глазами и с отчаянным детским смехом, которую он знал четыре года тому назад, и потому, когда вошла совсем другая Наташа, он смутился и лицо его выразило ВОСТОРЖЕННОЕ удивление. Это выражение его лица обрадовало Наташу.",восторженное,восторженный,восторг,6
Natasha,Том второй,Часть третья,XVI,118,"— Я имею удовольствие быть знакомым, ежели графиня помнит меня, — сказал князь Андрей с учтивым и низким поклоном, совершенно противоречащим замечаниям Перонской о его грубости, подходя к Наташе и занося руку, чтоб обнять ее талию еще прежде, чем он договорил приглашение на танец. Он предложил ей тур вальса. То замирающее выражение лица Наташи, готовое на отчаяние и на восторг, вдруг осветилось счастливой, благодарной, детской улыбкой.","— Я имею удовольствие быть знакомым, ежели графиня помнит меня, — сказал князь Андрей с учтивым и низким поклоном, совершенно противоречащим замечаниям Перонской о его грубости, подходя к Наташе и занося руку, чтоб обнять ее талию еще прежде, чем он договорил приглашение на танец. Он предложил ей тур вальса. То замирающее выражение лица Наташи, готовое на отчаяние и на ВОСТОРГ, вдруг осветилось счастливой, благодарной, детской улыбкой.",восторг,восторг,восторг,6
Natasha,Том второй,Часть третья,XVI,118,"«Давно я ждала тебя», — как будто сказала эта испуганная и счастливая девочка своей просиявшей из-за готовых слез улыбкой, поднимая свою руку на плечо князя Андрея. Они были вторая пара, вошедшая в круг. Князь Андрей был одним из лучших танцоров своего времени. Наташа танцевала превосходно. Ножки ее в бальных атласных башмачках быстро, легко и независимо от нее делали свое дело, а лицо ее сияло восторгом счастия. Ее оголенные шея и руки были худы и некрасивы в сравнении с плечами Элен. Ее плечи были худы, грудь неопределенна, руки тонки; но на Элен был уже как будто лак от всех тысяч взглядов, скользивших по ее телу, а Наташа казалась девочкой, которую в первый раз оголили и которой бы очень стыдно это было, ежели бы ее не уверили, что это так необходимо надо.","«Давно я ждала тебя», — как будто сказала эта испуганная и счастливая девочка своей просиявшей из-за готовых слез улыбкой, поднимая свою руку на плечо князя Андрея. Они были вторая пара, вошедшая в круг. Князь Андрей был одним из лучших танцоров своего времени. Наташа танцевала превосходно. Ножки ее в бальных атласных башмачках быстро, легко и независимо от нее делали свое дело, а лицо ее сияло ВОСТОРГОМ счастия. Ее оголенные шея и руки были худы и некрасивы в сравнении с плечами Элен. Ее плечи были худы, грудь неопределенна, руки тонки; но на Элен был уже как будто лак от всех тысяч взглядов, скользивших по ее телу, а Наташа казалась девочкой, которую в первый раз оголили и которой бы очень стыдно это было, ежели бы ее не уверили, что это так необходимо надо.",восторгом,восторг,восторг,6
Natasha,Том второй,Часть третья,XXII,124,"Все в доме чувствовали, для кого ездил князь Андрей, и он, не скрывая, целый день старался быть с Наташей. Не только в душе Наташи, испуганной, но счастливой и восторженной, но во всем доме чувствовался страх перед чем-то важным, имеющим совершиться. Графиня печальными и серьезно-строгими глазами смотрела на князя Андрея, когда он говорил с Наташей, и робко и притворно начинала какой-нибудь ничтожный разговор, как скоро он оглядывался на нее. Соня боялась уйти от Наташи и боялась быть помехой, когда она была с ними. Наташа бледнела от страха ожидания, когда она на минуту оставалась с ним с глазу на глаз. Князь Андрей поражал ее своей робостью. Она чувствовала, что ему нужно было сказать ей что-то, но что он не мог на это решиться.","Все в доме чувствовали, для кого ездил князь Андрей, и он, не скрывая, целый день старался быть с Наташей. Не только в душе Наташи, испуганной, но счастливой и ВОСТОРЖЕННОЙ, но во всем доме чувствовался страх перед чем-то важным, имеющим совершиться. Графиня печальными и серьезно-строгими глазами смотрела на князя Андрея, когда он говорил с Наташей, и робко и притворно начинала какой-нибудь ничтожный разговор, как скоро он оглядывался на нее. Соня боялась уйти от Наташи и боялась быть помехой, когда она была с ними. Наташа бледнела от страха ожидания, когда она на минуту оставалась с ним с глазу на глаз. Князь Андрей поражал ее своей робостью. Она чувствовала, что ему нужно было сказать ей что-то, но что он не мог на это решиться.",восторженной,восторженный,восторг,6
Natasha,Том второй,Часть четвертая,I,129,"После восторгов встречи и после того странного чувства неудовлетворения в сравнении с тем, чего ожидаешь (все то же, к чему же я так торопился!), Николай стал вживаться в свой старый мир дома. Отец и мать были те же, они только немного постарели. Новое в них было какое-то беспокойство и иногда несогласие, которого не бывало прежде и которое, как скоро узнал Николай, происходило от дурного положения дел, Соне был уже двадцатый год. Она уже остановилась хорошеть, ничего не обещала больше того, что в ней было; но и этого было достаточно. Она вся дышала счастьем и любовью с тех пор, как приехал Николай, и верная, непоколебимая любовь этой девушки радостно действовала на него. Петя и Наташа больше всех удивили Николая. Петя был уже большой, тринадцатилетний, красивый, весело и умно-шаловливый мальчик, у которого уже ломался голос. На Наташу Николай долго удивлялся и смеялся, глядя на нее.","После ВОСТОРГОВ встречи и после того странного чувства неудовлетворения в сравнении с тем, чего ожидаешь (все то же, к чему же я так торопился!), Николай стал вживаться в свой старый мир дома. Отец и мать были те же, они только немного постарели. Новое в них было какое-то беспокойство и иногда несогласие, которого не бывало прежде и которое, как скоро узнал Николай, происходило от дурного положения дел, Соне был уже двадцатый год. Она уже остановилась хорошеть, ничего не обещала больше того, что в ней было; но и этого было достаточно. Она вся дышала счастьем и любовью с тех пор, как приехал Николай, и верная, непоколебимая любовь этой девушки радостно действовала на него. Петя и Наташа больше всех удивили Николая. Петя был уже большой, тринадцатилетний, красивый, весело и умно-шаловливый мальчик, у которого уже ломался голос. На Наташу Николай долго удивлялся и смеялся, глядя на нее.",восторгов,восторг,восторг,7
Natasha,Том второй,Часть четвертая,VI,134,"— Да как осеклась, так с угонки всякая дворняжка поймает, — говорил в то же время Илагин, красный, насилу переводивший дух от скачки и волнения. В то же время Наташа, не переводя дух, радостно и восторженно визжала так пронзительно, что в ушах звенело. Она этим визгом выражала все то, что выражали и другие охотники своим единовременным разговором. И визг этот был так странен, что она сама должна бы была стыдиться этого дикого визга и все бы должны были удивиться ему, ежели бы это было в другое время. Дядюшка сам второчил русака, ловко и бойко перекинул его через зад лошади, как бы упрекая всех этим перекидыванием, и с таким видом, что он и говорить ни с кем не хочет, сел на своего каурого и поехал прочь. Все, кроме его, грустные и оскорбленные, разъехались и только долго после могли прийти в прежнее притворство равнодушия. Долго еще они поглядывали на красного Ругая, который с испачканной грязью горбатой спиной, побрякивая железкой, с спокойным видом победителя шел рысцой за ногами лошади дядюшки.","— Да как осеклась, так с угонки всякая дворняжка поймает, — говорил в то же время Илагин, красный, насилу переводивший дух от скачки и волнения. В то же время Наташа, не переводя дух, радостно и ВОСТОРЖЕННО визжала так пронзительно, что в ушах звенело. Она этим визгом выражала все то, что выражали и другие охотники своим единовременным разговором. И визг этот был так странен, что она сама должна бы была стыдиться этого дикого визга и все бы должны были удивиться ему, ежели бы это было в другое время. Дядюшка сам второчил русака, ловко и бойко перекинул его через зад лошади, как бы упрекая всех этим перекидыванием, и с таким видом, что он и говорить ни с кем не хочет, сел на своего каурого и поехал прочь. Все, кроме его, грустные и оскорбленные, разъехались и только долго после могли прийти в прежнее притворство равнодушия. Долго еще они поглядывали на красного Ругая, который с испачканной грязью горбатой спиной, побрякивая железкой, с спокойным видом победителя шел рысцой за ногами лошади дядюшки.",восторженно,восторженно,восторг,7
